iter	Passed	Remaining
804	19313	8277
805	19336	8252
806	19369	8232
807	19399	8211
808	19436	8192
809	19467	8171
810	19498	8150
811	19530	8129
812	19569	8111
813	19601	8090
814	19628	8068
815	19651	8043
816	19680	8021
817	19704	7997
818	19736	7976
819	19781	7960
820	19802	7935
821	19821	7909
822	19856	7889
823	19885	7867
824	19918	7846
825	19945	7823
826	19975	7801
827	20009	7781
828	20050	7763
829	20081	7742
830	20106	7718
831	20130	7694
832	20156	7670
833	20182	7647
834	20205	7622
835	20227	7597
836	20254	7574
837	20283	7551
838	20311	7528
839	20334	7504
840	20359	7480
841	20391	7459
842	20418	7435
843	20439	7410
844	20462	7385
845	20488	7362
846	20511	7337
847	20531	7311
848	20551	7286
849	20570	7260
850	20590	7234
851	20617	7211
852	20644	7187
853	20670	7164
854	20695	7140
855	20717	7115
856	20738	7090
857	20762	7065
858	20790	7043
859	20818	7020
860	20845	6996
861	20867	6971
862	20888	6946
863	20906	6920
864	20926	6894
865	20944	6868
866	20963	6842
867	20984	6817
868	21003	6791
869	21023	6766
870	21051	6743
871	21084	6721
872	21116	6700
873	21144	6677
874	21171	6653
875	21196	6629
876	21227	6607
877	21257	6585
878	21290	6563
879	21312	6538
880	21332	6513
881	21353	6488
882	21374	6463
883	21395	6438
884	21414	6412
885	21431	6385
886	21452	6360
887	21477	6336
888	21505	6313
889	21534	6290
890	21561	6267
891	21583	6242
892	21606	6218
893	21623	6191
894	21641	6166
895	21659	6139
896	21678	6114
897	21702	6090
898	21727	6066
899	21754	6042
900	21779	6019
901	21798	5993
902	21817	5967
903	21838	5942
904	21864	5919
905	21893	5896
906	21934	5876
907	21966	5854
908	21993	5830
909	22014	5805
910	22041	5782
911	22067	5758
912	22094	5735
913	22121	5711
914	22142	5686
915	22175	5665
916	22202	5641
917	22223	5616
918	22241	5590
919	22266	5566
920	22293	5543
921	22325	5520
922	22354	5497
923	22380	5473
924	22400	5448
925	22419	5423
926	22438	5397
927	22457	5372
928	22478	5347
929	22499	5322
930	22531	5300
931	22564	5277
932	22596	5255
933	22619	5231
934	22636	5205
935	22663	5181
936	22685	5156
937	22705	5131
938	22734	5108
939	22767	5086
940	22795	5062
941	22818	5038
942	22839	5013
943	22863	4989
944	22885	4964
945	22917	4941
946	22950	4919
947	22986	4897
948	23017	4875
949	23040	4850
950	23073	4828
951	23104	4805
952	23139	4783
953	23170	4760
954	23193	4735
955	23218	4711
956	23241	4687
957	23267	4663
958	23287	4638
959	23311	4613
960	23341	4590
961	23374	4567
962	23405	4544
963	23434	4521
964	23457	4496
965	23479	4472
966	23506	4448
967	23529	4423
968	23553	4399
969	23578	4375
970	23608	4352
971	23638	4328
972	23668	4305
973	23688	4280
974	23712	4256
975	23744	4233
976	23773	4209
977	23790	4184
978	23816	4159
979	23842	4135
980	23874	4112
981	23899	4088
982	23920	4063
983	23940	4038
984	23960	4013
985	23984	3989
986	24008	3964
987	24033	3940
988	24061	3916
989	24087	3892
990	24107	3867
991	24142	3845
992	24169	3821
993	24199	3797
994	24226	3774
995	24250	3749
996	24270	3724
997	24292	3699
998	24312	3674
999	24332	3649
1000	24350	3624
1001	24372	3599
1002	24390	3574
1003	24409	3549
1004	24434	3525
1005	24458	3501
1006	24489	3477
1007	24517	3453
1008	24539	3429
1009	24562	3404
1010	24595	3381
1011	24621	3357
1012	24654	3334
1013	24694	3312
1014	24720	3287
1015	24754	3264
1016	24795	3242
1017	24836	3220
1018	24869	3197
1019	24893	3172
1020	24920	3148
1021	24949	3124
1022	24978	3100
1023	25005	3076
1024	25028	3052
1025	25060	3028
1026	25099	3006
1027	25130	2982
1028	25159	2958
1029	25183	2933
1030	25211	2909
1031	25258	2888
1032	25295	2865
1033	25331	2841
1034	25358	2817
1035	25382	2793
1036	25417	2769
1037	25452	2746
1038	25484	2722
1039	25512	2698
1040	25552	2675
1041	25580	2651
1042	25606	2626
1043	25637	2603
1044	25663	2578
1045	25690	2554
1046	25713	2529
1047	25741	2505
1048	25764	2480
1049	25784	2455
1050	25804	2430
1051	25826	2405
1052	25853	2381
1053	25890	2358
1054	25923	2334
1055	25956	2310
1056	25979	2285
1057	26002	2261
1058	26029	2236
1059	26052	2211
1060	26075	2187
1061	26110	2163
1062	26144	2139
1063	26165	2114
1064	26188	2090
1065	26209	2065
1066	26227	2040
1067	26245	2015
1068	26265	1990
1069	26281	1965
1070	26303	1940
1071	26331	1915
1072	26367	1892
1073	26396	1867
1074	26417	1843
1075	26438	1818
1076	26464	1793
1077	26495	1769
1078	26522	1745
1079	26547	1720
1080	26581	1696
1081	26606	1672
1082	26635	1647
1083	26657	1623
1084	26678	1598
1085	26697	1573
1086	26716	1548
1087	26741	1523
1088	26771	1499
1089	26798	1475
1090	26825	1450
1091	26847	1425
1092	26869	1401
1093	26891	1376
1094	26918	1352
1095	26946	1327
1096	26977	1303
1097	27000	1278
1098	27023	1254
1099	27044	1229
1100	27064	1204
1101	27084	1179
1102	27105	1154
1103	27132	1130
1104	27157	1105
1105	27180	1081
1106	27205	1056
1107	27229	1032
1108	27250	1007
1109	27271	982
1110	27288	957
1111	27309	933
1112	27328	908
1113	27350	883
1114	27374	859
1115	27398	834
1116	27425	810
1117	27456	785
1118	27480	761
1119	27502	736
1120	27527	712
1121	27552	687
1122	27580	663
1123	27608	638
1124	27634	614
1125	27656	589
1126	27675	564
1127	27690	540
1128	27710	515
1129	27728	490
1130	27749	466
1131	27773	441
1132	27792	417
1133	27819	392
1134	27853	368
1135	27878	343
1136	27899	318
1137	27918	294
1138	27940	269
1139	27971	245
1140	28003	220
1141	28031	196
1142	28055	171
1143	28080	147
1144	28104	122
1145	28124	98
1146	28144	73
1147	28166	49
1148	28194	24
1149	28223	0
