iter	RMSE
425	0.5114568449
426	0.5111969749
427	0.5108944187
428	0.5105065037
429	0.5101452066
430	0.509626842
431	0.5091821572
432	0.5089823574
433	0.5088728541
434	0.5083218086
435	0.5073084626
436	0.5070569862
437	0.5063021976
438	0.5058702214
439	0.5052624958
440	0.5048588692
441	0.5045648148
442	0.5040097487
443	0.503458687
444	0.5032998959
445	0.5028863461
446	0.5028033381
447	0.5022980808
448	0.5013935531
449	0.500848505
450	0.5005664252
451	0.5002160864
452	0.4997582286
453	0.4994659008
454	0.498276044
455	0.497896262
456	0.4976736532
457	0.4975835934
458	0.4970734053
459	0.4968874408
460	0.4967369424
461	0.4960278286
462	0.4954706774
463	0.4951650965
464	0.4946387623
465	0.4941120746
466	0.4939354593
467	0.4934732721
468	0.4925329535
469	0.4924259981
470	0.4921246728
471	0.4920376443
472	0.4917542288
473	0.4914519948
474	0.4911710133
475	0.4907664454
476	0.4904776776
477	0.4900962911
478	0.4896627777
479	0.4887522955
480	0.4880415066
481	0.4875842308
482	0.4872659675
483	0.4867583562
484	0.4860089469
485	0.4854372606
486	0.4851542262
487	0.4845984803
488	0.4842922445
489	0.4830522238
490	0.4821293609
491	0.481693774
492	0.4813183517
493	0.4808798325
494	0.4804294973
495	0.4799280688
496	0.4795509099
497	0.4790601769
498	0.4786247535
499	0.4777282923
500	0.4775962532
501	0.4774620244
502	0.4773434096
503	0.4772002162
504	0.4764973387
505	0.4761970642
506	0.4760046844
507	0.4753812749
508	0.4748903122
509	0.4743077612
510	0.4741206825
511	0.4737196917
512	0.4729360732
513	0.4725235957
514	0.472420248
515	0.4716626351
516	0.4713184275
517	0.4705421366
518	0.4700739785
519	0.469785281
520	0.4688785467
521	0.4686429603
522	0.4686251534
523	0.4683461012
524	0.4679483514
525	0.467730461
526	0.4675270617
527	0.4672743566
528	0.4669341542
529	0.4669173172
530	0.4664623095
531	0.466094239
532	0.4656736207
533	0.4652919617
534	0.4651086056
535	0.4648242023
536	0.4647596846
537	0.4643375454
538	0.4640059737
539	0.4636966523
540	0.4633499589
541	0.4629578006
542	0.4627808467
543	0.4622650967
544	0.4619722362
545	0.4617368293
546	0.4611222611
547	0.4607315858
548	0.4603170203
549	0.4598599071
550	0.4595583974
551	0.4591112008
552	0.4587509197
553	0.4583005946
554	0.4579527534
555	0.4576839599
556	0.4572901256
557	0.4570697322
558	0.4567048756
559	0.4564188992
560	0.4560078595
561	0.4557229609
562	0.4551800665
563	0.4543970077
564	0.4539882965
565	0.4533719578
566	0.4531308318
567	0.4527121118
568	0.4523183641
569	0.4519864063
570	0.4515127374
571	0.4510616912
572	0.450643321
573	0.4502007607
574	0.4499507576
575	0.449234531
576	0.4490619853
577	0.4485842847
578	0.4479537436
579	0.4477371526
580	0.4473674691
581	0.4469638707
582	0.4461088033
583	0.4457581182
584	0.4456131945
585	0.4449953037
586	0.4445648842
587	0.444263197
588	0.4440239937
589	0.4436302966
590	0.4432043356
591	0.4428572435
592	0.4423733409
593	0.4420773239
594	0.4417781106
595	0.4412107511
596	0.4408027403
597	0.4405141914
598	0.4401591257
599	0.4400055997
600	0.4397200301
601	0.4389188071
602	0.4386267341
603	0.4382339714
604	0.4373456514
605	0.4371242094
606	0.4368615113
607	0.4365965209
608	0.4362536661
609	0.4362439027
610	0.4360573409
611	0.4353917515
612	0.4349807082
613	0.4346498787
614	0.4343371838
615	0.4339393523
616	0.4338082668
617	0.4331918544
618	0.4326446953
619	0.4322511093
620	0.4319002788
621	0.4314860115
622	0.4307468115
623	0.4303432023
624	0.4300811816
625	0.4296383745
626	0.4294505816
627	0.4292678313
628	0.4289804628
629	0.4287407481
630	0.4284327903
631	0.4274623799
632	0.4274089537
633	0.427343457
634	0.4272232219
635	0.4269445824
636	0.4266062674
637	0.4260059106
638	0.4252477045
639	0.4247040746
640	0.4245556596
641	0.4242836537
642	0.4240403386
643	0.4239539942
644	0.4235038147
645	0.4230625397
646	0.4228141043
647	0.4224002344
648	0.4221015119
649	0.4215729321
650	0.4212127219
651	0.4208218236
652	0.420512901
653	0.4204266152
654	0.4201030819
655	0.4195613486
656	0.4193168589
657	0.4186601757
658	0.4183041207
659	0.4181581605
660	0.4178848761
661	0.4176509433
662	0.4176396318
663	0.4174849444
664	0.4172154431
665	0.4167547224
666	0.4166618904
667	0.416174328
668	0.4160785671
669	0.4157926456
670	0.4154336762
671	0.4153745629
672	0.4150228139
673	0.4146030825
674	0.4140046243
675	0.4135018936
676	0.413294959
677	0.4130020764
678	0.4125484663
679	0.412370807
680	0.4121738835
681	0.4116638383
682	0.4114930529
683	0.4112699223
684	0.4111499642
685	0.4107834897
686	0.4101214253
687	0.4095085927
688	0.4089547958
689	0.4081751923
690	0.4079088185
691	0.4075629958
692	0.4071405028
693	0.4069653502
694	0.4063859129
695	0.4061233543
696	0.4060255606
697	0.4059933168
698	0.4057071903
699	0.4052318283
700	0.4051108794
701	0.4049315064
702	0.4047280428
703	0.4045650281
704	0.4045007542
705	0.4043890892
706	0.4043588113
707	0.4043212461
708	0.4042367337
709	0.4038726602
710	0.4037906066
711	0.4035683983
712	0.4027827874
713	0.4024508749
714	0.4023496068
715	0.401920433
716	0.4017667827
717	0.4016264897
718	0.4015819357
719	0.4014615663
720	0.4009939345
721	0.4006830749
722	0.4004662675
723	0.400074454
724	0.3995963277
725	0.3992222803
726	0.3991809948
727	0.399019294
728	0.3987935893
729	0.3983176387
730	0.3981360914
731	0.3978299943
732	0.3973937573
733	0.3972597211
734	0.3969826896
735	0.396503039
736	0.3962200162
737	0.3960696854
738	0.3955805998
739	0.3952368039
740	0.3951443262
741	0.3949649073
742	0.3947388504
743	0.3943517742
744	0.3939144196
745	0.3938211813
746	0.3935096366
747	0.3932037308
748	0.3929231905
749	0.3925030778
750	0.39228723
751	0.3920129831
752	0.3917919005
753	0.3915954025
754	0.3911899492
755	0.3909054198
756	0.3905311415
757	0.3901859072
758	0.390019493
759	0.3896480156
760	0.3892398687
761	0.3889578891
762	0.3886378487
763	0.3884898698
764	0.3882698301
765	0.388114342
766	0.387781692
767	0.3874781308
768	0.3872806873
769	0.3868847899
770	0.3866131295
771	0.3864615245
772	0.3860630621
773	0.3857132749
774	0.3855005296
775	0.3852248126
776	0.3851066343
777	0.3848297309
778	0.3846557711
779	0.3844313559
780	0.3842335833
781	0.3840735017
782	0.3838555198
783	0.3837576061
784	0.3833138656
785	0.383049356
786	0.3827798114
787	0.3822758917
788	0.382020452
789	0.3819298171
790	0.3817306704
791	0.3814109062
792	0.3812740836
793	0.3810439759
794	0.3808854295
795	0.3805408808
796	0.3801915261
797	0.3800016731
798	0.3796463617
799	0.379380279
800	0.3791702652
801	0.3790177066
802	0.3787942483
803	0.3785661223
804	0.3782387078
805	0.3776828082
806	0.3773934281
807	0.3771243836
808	0.3765899317
809	0.3763725146
810	0.3759791328
811	0.3756228682
812	0.3754097843
813	0.3751611006
814	0.3749955263
815	0.3746600083
816	0.3742572042
817	0.373977505
818	0.3734048459
819	0.3731205742
820	0.3728562245
821	0.3727454936
822	0.3725688062
823	0.3724235764
824	0.3719253104
825	0.3715397037
826	0.3712699877
827	0.3709623079
828	0.3707629698
829	0.3704578893
830	0.3702468908
831	0.3695983022
832	0.3692889995
833	0.368773391
834	0.3686141563
835	0.3683591648
836	0.368041431
837	0.3674142598
838	0.3673137825
839	0.3669057398
840	0.3667344585
841	0.3664907179
842	0.3663284143
843	0.3662459163
844	0.3659152282
845	0.3657607765
846	0.3655902595
847	0.3653355026
848	0.3649710051
849	0.364811158
850	0.3644986427
851	0.3639343047
852	0.3636588601
853	0.3635649044
854	0.3631652689
855	0.3629329059
856	0.362615544
857	0.3625708924
858	0.3624362134
859	0.3619321619
860	0.3616252196
861	0.3614227603
862	0.3613573868
863	0.3609023713
864	0.3605578699
865	0.3604161696
866	0.3599570591
867	0.3597319875
868	0.3595182486
869	0.3594242129
870	0.359281379
871	0.3588441098
872	0.3587994634
873	0.3585794378
874	0.3582925777
875	0.3581914364
876	0.3581500405
877	0.3577159153
878	0.3575929016
879	0.3572146764
880	0.3567851446
881	0.3563231563
882	0.3560775541
883	0.356031614
884	0.3559598779
885	0.3554376604
886	0.355151109
887	0.3549916014
888	0.3546954094
889	0.3545544778
890	0.3541539709
891	0.3539844266
892	0.3538002264
893	0.3534689487
894	0.3532019594
895	0.3529601024
896	0.352436363
897	0.3521936143
898	0.352109634
899	0.3518105912
900	0.3517039645
901	0.3514631186
902	0.3513748965
903	0.3511887435
904	0.3508264155
905	0.3503807767
906	0.3500547748
907	0.3496664128
908	0.3493103525
909	0.3491420269
910	0.34886433
911	0.3486034991
912	0.3485687315
913	0.3481136458
914	0.3478464639
915	0.3474384942
916	0.3470493893
917	0.3468168877
918	0.3465636362
919	0.3462527542
920	0.346058538
921	0.3457055028
922	0.3456563482
923	0.3453295455
924	0.3450896274
925	0.3448851987
926	0.3446141732
927	0.3444076873
928	0.3439206102
929	0.3438414784
930	0.3435803686
931	0.3432622638
932	0.3428222565
933	0.3425304114
934	0.3422506816
935	0.3422188751
936	0.3417929101
937	0.3417151314
938	0.3416868004
939	0.3414111432
940	0.3412244092
941	0.3410116288
942	0.3405860443
943	0.3400940974
944	0.3396111923
945	0.339405668
946	0.3391811627
947	0.3389547052
948	0.3385972087
949	0.3383869948
950	0.3376708123
951	0.3374995035
952	0.3372495864
953	0.3370103282
954	0.3369806525
955	0.3368588651
956	0.3367145853
957	0.3366738785
958	0.3362672467
959	0.3360285241
960	0.335958768
961	0.3357478003
962	0.3355766055
963	0.3354253998
964	0.3351979475
965	0.335007432
966	0.3348168233
967	0.3347032712
968	0.3343734844
969	0.3342061145
970	0.3336747888
971	0.3334776621
972	0.3332677049
973	0.3331712198
974	0.3329104003
975	0.3324973698
976	0.3322824533
977	0.3321088854
978	0.3319844087
979	0.3318707097
980	0.3315004917
981	0.3312436502
982	0.3308789717
983	0.3307436545
984	0.3304683271
985	0.3302464843
986	0.3299708672
987	0.3297566696
988	0.3294829029
989	0.3292940687
990	0.3291984208
991	0.3290493707
992	0.3288213471
993	0.3286798116
994	0.3285530111
995	0.3283025935
996	0.3279548391
997	0.3275011222
998	0.3272929207
999	0.3268102625
1000	0.3263586665
1001	0.3261942662
1002	0.3259814238
1003	0.3257917492
1004	0.325603608
1005	0.3252491159
1006	0.324996359
1007	0.3247227584
1008	0.3243876533
1009	0.3240952244
1010	0.323951204
1011	0.323764292
1012	0.323430521
1013	0.3232388088
1014	0.3231378585
1015	0.3229612562
1016	0.3222679495
1017	0.3220436644
1018	0.3218552703
1019	0.3216350326
1020	0.3213768793
1021	0.3212492276
1022	0.3209352726
1023	0.3206615116
1024	0.32044674
1025	0.3202891542
1026	0.3200463727
1027	0.3199129114
1028	0.3197390486
1029	0.3195761791
1030	0.3194534599
1031	0.3192994573
1032	0.3186405376
1033	0.318424636
1034	0.3180294722
1035	0.3176848099
1036	0.3173212093
1037	0.3171874538
1038	0.3169266019
1039	0.3167775047
1040	0.3163658739
1041	0.3160143575
1042	0.3156716103
1043	0.3152676185
1044	0.3148755396
1045	0.31469773
1046	0.3146710277
1047	0.3144645194
1048	0.3141833322
1049	0.3140268766
1050	0.313690438
1051	0.3134042716
1052	0.3133330953
1053	0.3130302724
1054	0.3128224912
1055	0.3126636193
1056	0.3125005292
1057	0.3122226714
1058	0.3121857519
1059	0.3120100732
1060	0.3119847214
1061	0.3117181069
1062	0.3115148214
1063	0.3114678856
1064	0.3111290844
1065	0.3108810063
1066	0.310828489
1067	0.310798065
1068	0.3106922053
1069	0.3103320879
1070	0.3102317724
1071	0.3100610699
1072	0.309861988
1073	0.3095078849
1074	0.3094813115
1075	0.3092310117
1076	0.3090938822
1077	0.3088055695
1078	0.3085271561
1079	0.3084539377
1080	0.3083470478
1081	0.3081743707
1082	0.3081080723
1083	0.3077251106
1084	0.3075584042
1085	0.307290109
1086	0.3068858449
1087	0.3064968151
1088	0.3063838245
1089	0.3061720746
1090	0.3060368827
1091	0.3055407709
1092	0.305443412
1093	0.3053691098
1094	0.3052571332
1095	0.3050626798
1096	0.3049218307
1097	0.3047955686
1098	0.3045324323
1099	0.3044297971
1100	0.3042302866
1101	0.3040854824
1102	0.3038613163
1103	0.3036951815
1104	0.3034875655
1105	0.3032406584
1106	0.3028872787
1107	0.3027461266
1108	0.3024579604
1109	0.302434841
1110	0.3023802475
1111	0.3022878574
1112	0.3022155109
1113	0.3019484433
1114	0.3015865572
1115	0.301503981
1116	0.3013541703
1117	0.3010099088
1118	0.3008984847
1119	0.300868495
1120	0.3006663682
1121	0.3002946233
1122	0.2997028386
1123	0.2996431855
1124	0.2995218087
1125	0.2993438926
1126	0.2991538318
1127	0.2988073313
1128	0.29860084
1129	0.2984800227
1130	0.2983186529
1131	0.2981968484
1132	0.2980493246
1133	0.297834281
1134	0.2976556232
1135	0.2973439517
1136	0.297211142
1137	0.2968804125
1138	0.2967405193
1139	0.2964701396
1140	0.2963414026
1141	0.2961865758
1142	0.2957410661
1143	0.2955586703
1144	0.2954187344
1145	0.2949856961
1146	0.2948639405
1147	0.2946083448
1148	0.2941705276
1149	0.2940253403
