TRAVEL_ID,VISIT_AREA_NM,SIDO,GUNGU,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,VISIT_AREA_ID,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM
a_a006728,지혜의숲,경기도,파주시,3.0,4.0,4.0,4.0,60.0,1,2210100004.0,a006728,6,남,40,9,5,4,4,5,5,5,5,5,6.0,1,3
a_a010544,행주산성,경기도,고양시,2.0,4.0,4.0,4.0,60.0,1,2211010004.0,a010544,1,남,40,5,2,5,2,6,3,3,2,6,1.0,4,0
a_a001405,쁘띠프랑스,경기도,가평군,6.0,5.0,5.0,5.0,120.0,0,2208280001.0,a001405,9,여,30,4,2,1,3,4,1,2,6,3,3.0,4,1
a_a001405,자라섬,경기도,가평군,8.0,5.0,5.0,5.0,180.0,0,2208270007.0,a001405,9,여,30,4,2,1,3,4,1,2,6,3,3.0,4,1
a_a005503,서울숲,서울특별시,성동구,1.0,4.0,5.0,5.0,90.0,0,2210080004.0,a005503,1,여,20,4,3,3,2,4,3,4,5,4,7.0,5,1
a_a001129,청계광장,서울특별시,중구,1.0,4.0,4.0,4.0,120.0,1,2208280004.0,a001129,22,여,30,4,3,3,5,2,3,2,2,6,2.0,2,1
a_a018209,검단산,경기도,하남시,7.0,4.0,3.0,4.0,90.0,0,2211120002.0,a018209,11,여,30,4,3,5,3,4,5,3,6,3,1.0,2,1
a_a006101,석촌호수산책길,서울특별시,송파구,7.0,4.0,4.0,4.0,60.0,1,2210300004.0,a006101,23,남,30,6,2,1,2,3,3,3,3,2,3.0,2,1
a_a006101,석촌호수산책길,서울특별시,송파구,7.0,4.0,4.0,4.0,60.0,1,2210290007.0,a006101,23,남,30,6,2,1,2,3,3,3,3,2,3.0,2,1
a_a000277,덕수궁돌담길,서울특별시,중구,1.0,5.0,5.0,5.0,30.0,0,2208190005.0,a000277,22,여,20,4,4,7,1,5,6,1,6,7,1.0,3,1
a_a000277,CGV 용산아이파크몰,서울특별시,용산구,3.0,5.0,5.0,5.0,180.0,0,2208200004.0,a000277,22,여,20,4,4,7,1,5,6,1,6,7,1.0,3,1
a_a000277,서울우리소리박물관,서울특별시,종로구,2.0,5.0,5.0,5.0,30.0,0,2208200001.0,a000277,22,여,20,4,4,7,1,5,6,1,6,7,1.0,3,1
a_a000277,창덕궁,서울특별시,종로구,2.0,5.0,5.0,5.0,30.0,0,2208200002.0,a000277,22,여,20,4,4,7,1,5,6,1,6,7,1.0,3,1
a_a004431,뚝섬한강공원,서울특별시,광진구,7.0,5.0,5.0,5.0,60.0,0,2209300006.0,a004431,22,여,20,2,3,3,2,3,2,2,4,7,4.0,1,1
a_a004431,뚝섬한강공원,서울특별시,광진구,13.0,5.0,5.0,5.0,60.0,0,2209300005.0,a004431,22,여,20,2,3,3,2,3,2,2,4,7,4.0,1,1
a_a003282,테르메덴,경기도,이천시,6.0,4.0,4.0,4.0,570.0,0,2210090002.0,a003282,10,여,30,7,1,4,2,5,4,4,3,5,2.0,1,4
a_a000980,광교호수공원,경기도,수원시,1.0,4.0,4.0,4.0,60.0,1,2208240006.0,a000980,5,여,30,5,1,2,2,2,6,6,5,5,7.0,1,1
a_a010475,월미도,인천광역시,중구,1.0,5.0,4.0,4.0,150.0,1,2210210004.0,a010475,1,여,30,5,2,2,2,3,6,2,7,2,1.0,4,1
a_a010475,송도센트럴파크,인천광역시,연수구,7.0,5.0,4.0,4.0,90.0,0,2210220003.0,a010475,1,여,30,5,2,2,2,3,6,2,7,2,1.0,4,1
a_a006278,선유도공원,서울특별시,영등포구,1.0,4.0,5.0,4.0,120.0,1,2210210002.0,a006278,9,남,20,7,1,2,2,5,6,4,5,7,7.0,6,0
a_a006278,하늘공원,서울특별시,마포구,1.0,4.0,5.0,4.0,90.0,0,2210210004.0,a006278,9,남,20,7,1,2,2,5,6,4,5,7,7.0,6,0
a_a006278,하늘공원,서울특별시,마포구,1.0,5.0,5.0,5.0,60.0,0,2210210005.0,a006278,9,남,20,7,1,2,2,5,6,4,5,7,7.0,6,0
a_a000618,문화역서울284,서울특별시,중구,2.0,5.0,5.0,5.0,90.0,0,2209070003.0,a000618,6,여,30,4,7,2,7,1,1,7,1,7,3.0,1,1
a_a000618,서울로7017,서울특별시,중구,13.0,5.0,4.0,4.0,90.0,0,2209070001.0,a000618,6,여,30,4,7,2,7,1,1,7,1,7,3.0,1,1
a_a000618,국립중앙박물관,서울특별시,용산구,2.0,5.0,5.0,5.0,180.0,1,2209060002.0,a000618,6,여,30,4,7,2,7,1,1,7,1,7,3.0,1,1
a_a000618,CGV 용산아이파크몰,서울특별시,용산구,3.0,5.0,5.0,5.0,180.0,1,2209060004.0,a000618,6,여,30,4,7,2,7,1,1,7,1,7,3.0,1,1
a_a004497,남한산성,경기도,광주시,2.0,2.0,5.0,4.0,60.0,1,2210020005.0,a004497,1,남,20,3,2,2,2,3,5,4,6,7,2.0,1,1
a_a005182,탑골공원,서울특별시,종로구,1.0,5.0,5.0,5.0,30.0,0,2210290007.0,a005182,4,남,20,4,4,2,1,5,2,3,4,4,2.0,10,0
a_a004399,수원화성,경기도,수원시,2.0,3.0,5.0,4.0,240.0,1,2210080003.0,a004399,3,남,40,5,2,2,1,6,6,6,7,7,3.0,3,3
a_a004399,백운호수,경기도,의왕시,1.0,3.0,3.0,4.0,120.0,0,2210090002.0,a004399,3,남,40,5,2,2,1,6,6,6,7,7,3.0,3,3
a_a002761,아침고요수목원,경기도,가평군,1.0,4.0,5.0,5.0,30.0,0,2209260004.0,a002761,3,남,40,4,3,1,2,3,7,4,2,7,2.0,2,1
a_a002761,남이섬,강원도,춘천시,1.0,5.0,5.0,5.0,150.0,1,2209270002.0,a002761,3,남,40,4,3,1,2,3,7,4,2,7,2.0,2,1
a_a001244,배론성지,충청북도,제천시,2.0,5.0,5.0,5.0,60.0,0,2208280001.0,a001244,1,여,20,6,2,1,1,1,6,7,1,7,4.0,2,2
a_a001244,뮤지엄산,강원도,원주시,3.0,5.0,5.0,5.0,120.0,0,2208270002.0,a001244,1,여,20,6,2,1,1,1,6,7,1,7,4.0,2,2
a_a002245,경복궁,서울특별시,종로구,2.0,4.0,3.0,4.0,90.0,1,2209300003.0,a002245,3,여,20,4,4,6,2,3,4,4,2,2,2.0,4,0
a_a007884,에버랜드,경기도,용인시,6.0,4.0,5.0,5.0,300.0,1,2210160004.0,a007884,2,여,20,1,3,3,4,3,3,4,3,3,3.0,2,1
a_a001226,마이랜드,인천광역시,중구,6.0,2.0,1.0,1.0,30.0,0,2209010006.0,a001226,6,여,30,4,3,2,3,6,4,3,7,1,8.0,4,0
a_a001226,인천화교역사관,인천광역시,중구,2.0,4.0,2.0,4.0,30.0,0,2209020005.0,a001226,6,여,30,4,3,2,3,6,4,3,7,1,8.0,4,0
a_a001226,인천아트플랫폼,인천광역시,중구,3.0,4.0,4.0,4.0,30.0,0,2209020006.0,a001226,6,여,30,4,3,2,3,6,4,3,7,1,8.0,4,0
a_a005324,남산공원 N서울타워,서울특별시,용산구,1.0,3.0,3.0,3.0,60.0,0,2210150003.0,a005324,21,여,60,5,2,4,6,1,1,7,1,7,1.0,4,1
a_a002737,니지모리스튜디오,경기도,동두천시,13.0,5.0,4.0,5.0,90.0,0,2210010002.0,a002737,2,남,50,7,3,2,1,4,6,5,2,4,3.0,1,1
a_a002737,나리공원,경기도,양주시,1.0,5.0,4.0,5.0,90.0,0,2210010003.0,a002737,2,남,50,7,3,2,1,4,6,5,2,4,3.0,1,1
a_a002410,월미바다역,인천광역시,중구,6.0,4.0,5.0,4.0,30.0,0,2209230004.0,a002410,23,여,50,4,4,6,3,5,5,3,3,5,3.0,1,3
a_a002410,월미공원,인천광역시,중구,1.0,5.0,5.0,4.0,120.0,0,2209230005.0,a002410,23,여,50,4,4,6,3,5,5,3,3,5,3.0,1,3
a_a009817,경복궁,서울특별시,종로구,2.0,5.0,5.0,5.0,30.0,1,2210310003.0,a009817,1,남,60,5,4,4,4,4,4,4,4,4,2.0,6,1
a_a009817,열린송현녹지광장,서울특별시,종로구,2.0,4.0,4.0,4.0,30.0,0,2210310002.0,a009817,1,남,60,5,4,4,4,4,4,4,4,4,2.0,6,1
a_a001264,흥인지문,서울특별시,종로구,2.0,4.0,3.0,3.0,60.0,0,2208210004.0,a001264,23,남,30,5,6,4,3,3,5,5,3,3,2.0,2,1
a_a001264,청계천,서울특별시,종로구,1.0,4.0,3.0,3.0,30.0,1,2208210006.0,a001264,23,남,30,5,6,4,3,3,5,5,3,3,2.0,2,1
a_a006562,광교호수공원,경기도,수원시,1.0,4.0,3.0,3.0,30.0,1,2210250003.0,a006562,2,남,60,4,3,4,7,2,2,4,4,4,6.0,1,2
a_a006562,화담숲,경기도,광주시,1.0,5.0,5.0,5.0,330.0,0,2210250002.0,a006562,2,남,60,4,3,4,7,2,2,4,4,4,6.0,1,2
a_a005139,석촌호수 서호,서울특별시,송파구,1.0,4.0,5.0,5.0,60.0,1,2210100005.0,a005139,1,남,20,2,4,2,4,4,5,6,5,6,7.0,2,0
a_a006750,재인폭포,경기도,연천군,1.0,4.0,4.0,4.0,30.0,0,2210080002.0,a006750,6,여,50,1,1,7,1,4,7,4,3,7,3.0,2,1
a_a006750,임진강댑싸리공원,경기도,연천군,1.0,5.0,4.0,5.0,60.0,0,2210080003.0,a006750,6,여,50,1,1,7,1,4,7,4,3,7,3.0,2,1
a_a014948,청와대 본관,서울특별시,종로구,2.0,5.0,5.0,4.0,150.0,0,2210300006.0,a014948,7,여,20,4,2,7,1,5,7,6,3,3,7.0,2,2
a_a014948,경의선숲길,서울특별시,마포구,7.0,5.0,5.0,5.0,60.0,0,2210290004.0,a014948,7,여,20,4,2,7,1,5,7,6,3,3,7.0,2,2
a_a014948,석촌호수 동호,서울특별시,송파구,8.0,4.0,5.0,5.0,60.0,0,2210300005.0,a014948,7,여,20,4,2,7,1,5,7,6,3,3,7.0,2,2
a_a000056,수원화성,경기도,수원시,2.0,5.0,5.0,5.0,60.0,0,2208080007.0,a000056,3,여,50,6,6,4,3,4,4,4,2,2,1.0,1,0
a_a000056,방화수류정,경기도,수원시,2.0,5.0,5.0,5.0,30.0,0,2208080006.0,a000056,3,여,50,6,6,4,3,4,4,4,2,2,1.0,1,0
a_a000056,효원공원 월화원,경기도,수원시,1.0,5.0,4.0,4.0,60.0,0,2208100002.0,a000056,3,여,50,6,6,4,3,4,4,4,2,2,1.0,1,0
a_a000056,행궁동벽화마을,경기도,수원시,7.0,4.0,5.0,5.0,60.0,0,2208080004.0,a000056,3,여,50,6,6,4,3,4,4,4,2,2,1.0,1,0
a_a015245,에버랜드,경기도,용인시,6.0,5.0,5.0,5.0,630.0,1,2210300007.0,a015245,1,여,30,4,4,3,4,1,2,3,6,5,10.0,5,0
a_a004767,한국민속촌,경기도,용인시,6.0,5.0,5.0,5.0,240.0,0,2210150003.0,a004767,2,여,30,5,1,4,2,4,2,1,1,6,3.0,4,3
a_a018006,동대문디자인플라자,서울특별시,중구,3.0,5.0,5.0,5.0,30.0,1,2211110005.0,a018006,1,여,30,5,2,4,6,5,2,2,2,6,1.0,6,0
a_a000018,백운계곡,경기도,포천시,1.0,3.0,3.0,4.0,300.0,1,2208050003.0,a000018,8,여,40,4,2,2,2,5,3,1,3,4,1.0,1,3
a_a000018,산정호수둘레길,경기도,포천시,7.0,4.0,4.0,3.0,60.0,0,2208060002.0,a000018,8,여,40,4,2,2,2,5,3,1,3,4,1.0,1,3
a_a006026,프로방스마을,경기도,파주시,7.0,4.0,3.0,4.0,30.0,0,2210160002.0,a006026,1,여,20,8,6,3,4,5,5,3,6,6,5.0,2,1
a_a006026,헤이리예술마을,경기도,파주시,7.0,4.0,4.0,4.0,30.0,1,2210160005.0,a006026,1,여,20,8,6,3,4,5,5,3,6,6,5.0,2,1
a_a007894,수원화성 연무대 관광안내소,경기도,수원시,2.0,4.0,3.0,3.0,30.0,0,2210300003.0,a007894,3,여,20,4,2,1,1,2,6,6,2,6,1.0,1,0
a_a007894,화성행궁,경기도,수원시,2.0,5.0,5.0,5.0,30.0,0,2210300005.0,a007894,3,여,20,4,2,1,1,2,6,6,2,6,1.0,1,0
a_a015109,수원시립미술관,경기도,수원시,3.0,4.0,4.0,4.0,60.0,0,2210290005.0,a015109,6,여,20,5,2,4,2,2,4,2,2,6,2.0,1,0
a_a007194,안양예술공원,경기도,안양시,1.0,3.0,3.0,3.0,90.0,0,2210220004.0,a007194,4,여,30,4,4,1,1,1,1,1,1,3,1.0,2,1
a_a005302,여의도한강공원,서울특별시,영등포구,1.0,4.0,4.0,5.0,30.0,1,2210230003.0,a005302,1,여,50,4,1,1,6,1,1,4,4,4,1.0,4,1
a_a002004,안성팜랜드,경기도,안성시,13.0,4.0,4.0,4.0,120.0,0,2209180005.0,a002004,2,남,20,4,2,4,1,6,4,3,6,3,3.0,2,4
a_a002652,에버랜드,경기도,용인시,6.0,5.0,4.0,4.0,390.0,1,2209250004.0,a002652,2,여,30,4,4,4,2,1,4,3,2,5,2.0,4,1
a_a005705,아모레퍼시픽미술관,서울특별시,용산구,3.0,4.0,3.0,4.0,60.0,0,2210080004.0,a005705,22,여,30,4,1,1,1,3,3,1,6,6,3.0,1,3
a_a001927,덕수궁돌담길,서울특별시,중구,2.0,3.0,3.0,2.0,30.0,1,2209190003.0,a001927,4,여,20,1,5,7,2,4,3,4,7,2,8.0,5,1
a_a001927,남산공원 N서울타워,서울특별시,용산구,1.0,4.0,4.0,4.0,90.0,0,2209200005.0,a001927,4,여,20,1,5,7,2,4,3,4,7,2,8.0,5,1
a_a004683,화성행궁광장,경기도,수원시,2.0,3.0,3.0,3.0,30.0,1,2210150007.0,a004683,3,남,40,7,1,1,3,5,2,5,5,5,8.0,1,4
a_a004683,화성행궁,경기도,수원시,2.0,4.0,3.0,3.0,60.0,0,2210150002.0,a004683,3,남,40,7,1,1,3,5,2,5,5,5,8.0,1,4
a_a004683,수원화성 화홍문,경기도,수원시,2.0,5.0,5.0,5.0,30.0,0,2210150005.0,a004683,3,남,40,7,1,1,3,5,2,5,5,5,8.0,1,4
a_a018147,시흥갯골생태공원,경기도,시흥시,1.0,5.0,5.0,5.0,60.0,0,2211120002.0,a018147,25,여,60,3,1,4,1,2,3,1,4,6,1.0,2,2
a_a018147,시흥배곧한울공원,경기도,시흥시,1.0,5.0,5.0,5.0,30.0,0,2211120004.0,a018147,25,여,60,3,1,4,1,2,3,1,4,6,1.0,2,2
a_a005095,서울공예박물관 어린이박물관,서울특별시,종로구,2.0,5.0,5.0,5.0,90.0,1,2210100004.0,a005095,11,여,40,4,7,1,1,1,4,7,1,4,7.0,1,2
a_a002219,청계천,서울특별시,종로구,7.0,4.0,3.0,4.0,90.0,0,2209210004.0,a002219,13,남,40,5,6,5,6,5,6,4,3,3,1.0,1,0
a_a000407,서울숲,서울특별시,성동구,3.0,5.0,5.0,5.0,60.0,0,2208210003.0,a000407,1,남,30,4,5,5,3,5,5,5,5,3,1.0,1,2
a_a000407,에버랜드,경기도,용인시,6.0,5.0,5.0,5.0,120.0,0,2208200003.0,a000407,1,남,30,4,5,5,3,5,5,5,5,3,1.0,1,2
a_a000407,남산서울타워,서울특별시,용산구,7.0,5.0,5.0,5.0,120.0,0,2208200001.0,a000407,1,남,30,4,5,5,3,5,5,5,5,3,1.0,1,2
a_a000407,청와대 본관,서울특별시,종로구,2.0,4.0,4.0,4.0,60.0,0,2208190003.0,a000407,1,남,30,4,5,5,3,5,5,5,5,3,1.0,1,2
a_a000407,캐리비안베이,경기도,용인시,6.0,5.0,5.0,5.0,360.0,0,2208200005.0,a000407,1,남,30,4,5,5,3,5,5,5,5,3,1.0,1,2
a_a005397,마장호수,경기도,파주시,1.0,4.0,3.0,4.0,90.0,0,2210040003.0,a005397,22,여,30,1,1,1,1,4,4,4,1,7,7.0,3,1
a_a007866,수원화성 화홍문,경기도,수원시,2.0,4.0,3.0,4.0,60.0,0,2210150004.0,a007866,3,여,30,5,1,2,1,6,1,3,2,3,1.0,1,0
a_a007866,수원탑동시민농장,경기도,수원시,13.0,4.0,3.0,4.0,60.0,0,2210150002.0,a007866,3,여,30,5,1,2,1,6,1,3,2,3,1.0,1,0
a_a007866,수원화성,경기도,수원시,2.0,4.0,3.0,3.0,60.0,0,2210150005.0,a007866,3,여,30,5,1,2,1,6,1,3,2,3,1.0,1,0
a_a000030,수원화성,경기도,수원시,2.0,5.0,5.0,5.0,360.0,0,2208070004.0,a000030,6,남,20,1,3,2,1,6,6,1,7,6,9.0,1,3
a_a000030,방화수류정,경기도,수원시,2.0,5.0,5.0,5.0,60.0,0,2208070002.0,a000030,6,남,20,1,3,2,1,6,6,1,7,6,9.0,1,3
a_a000030,송도달빛축제공원,인천광역시,연수구,8.0,5.0,5.0,5.0,660.0,0,2208060001.0,a000030,6,남,20,1,3,2,1,6,6,1,7,6,9.0,1,3
a_a001998,수원화성,경기도,수원시,2.0,4.0,4.0,4.0,30.0,1,2209240005.0,a001998,12,남,20,1,4,2,2,3,4,4,5,3,3.0,1,1
a_a001998,화성행궁,경기도,수원시,2.0,4.0,3.0,4.0,30.0,1,2209240004.0,a001998,12,남,20,1,4,2,2,3,4,4,5,3,3.0,1,1
a_a007658,디뮤지엄,서울특별시,성동구,3.0,4.0,4.0,4.0,60.0,0,2210140003.0,a007658,6,남,20,1,4,4,1,4,7,4,1,7,7.0,3,1
a_a006134,에버랜드,경기도,용인시,6.0,4.0,4.0,4.0,600.0,0,2210170003.0,a006134,2,여,40,4,4,5,5,6,6,5,4,5,1.0,3,4
a_a007924,마장호수출렁다리,경기도,파주시,1.0,4.0,4.0,5.0,60.0,1,2210230002.0,a007924,27,남,30,9,2,2,2,3,3,3,4,3,3.0,2,2
a_a002276,안성팜랜드,경기도,안성시,13.0,5.0,5.0,5.0,240.0,1,2209170003.0,a002276,2,여,30,4,1,1,1,5,7,5,1,7,5.0,2,2
b_b006351,효원공원 월화원,경기도,수원시,1.0,3.0,3.0,3.0,60.0,1,2210070007.0,b006351,22,여,30,4,2,2,3,3,6,2,2,6,1.0,10,0
b_b006351,방화수류정,경기도,수원시,7.0,5.0,5.0,5.0,90.0,1,2210070006.0,b006351,22,여,30,4,2,2,3,3,6,2,2,6,1.0,10,0
b_b006351,화성행궁,경기도,수원시,2.0,4.0,4.0,4.0,30.0,1,2210070003.0,b006351,22,여,30,4,2,2,3,3,6,2,2,6,1.0,10,0
a_a003274,일산호수공원,경기도,고양시,1.0,5.0,5.0,5.0,120.0,1,2210010005.0,a003274,5,여,20,2,2,1,6,5,2,6,6,6,1.0,1,1
a_a003274,일산호수공원,경기도,고양시,1.0,3.0,3.0,4.0,30.0,0,2209300005.0,a003274,5,여,20,2,2,1,6,5,2,6,6,6,1.0,1,1
a_a003274,일산호수공원,경기도,고양시,1.0,3.0,3.0,4.0,210.0,0,2209300006.0,a003274,5,여,20,2,2,1,6,5,2,6,6,6,1.0,1,1
a_a000573,수원화성,경기도,수원시,2.0,4.0,4.0,4.0,30.0,0,2208200006.0,a000573,23,여,20,2,4,3,5,3,1,3,3,2,3.0,4,1
a_a000573,플라잉수원,경기도,수원시,13.0,4.0,4.0,5.0,30.0,0,2208200007.0,a000573,23,여,20,2,4,3,5,3,1,3,3,2,3.0,4,1
a_a006020,임진각 평화누리,경기도,파주시,1.0,5.0,5.0,5.0,120.0,1,2210080002.0,a006020,1,남,30,7,4,1,4,1,3,4,2,4,1.0,1,2
a_a002830,인천 개항장문화재야행,인천광역시,중구,3.0,5.0,5.0,5.0,60.0,0,2209250007.0,a002830,9,남,30,2,1,1,1,1,4,1,5,4,8.0,2,2
a_a002239,롯데월드 어드벤처,서울특별시,송파구,6.0,5.0,5.0,5.0,180.0,1,2209260003.0,a002239,23,남,20,4,7,1,7,2,1,2,1,3,1.0,5,0
a_a002239,남산공원 N서울타워,서울특별시,용산구,1.0,5.0,5.0,5.0,60.0,0,2209260002.0,a002239,23,남,20,4,7,1,7,2,1,2,1,3,1.0,5,0
a_a003135,중앙탑사적공원,충청북도,충주시,1.0,4.0,4.0,4.0,90.0,1,2210010006.0,a003135,2,여,30,6,3,2,2,3,3,4,5,4,3.0,2,2
a_a003135,화담숲,경기도,광주시,1.0,5.0,5.0,5.0,120.0,0,2209300003.0,a003135,2,여,30,6,3,2,2,3,3,4,5,4,3.0,2,2
a_a003449,자라섬 꽃테마공원,경기도,가평군,6.0,5.0,5.0,4.0,90.0,0,2210030001.0,a003449,4,여,20,4,4,2,2,3,6,6,3,5,3.0,2,1
a_a003449,여의도한강공원,서울특별시,영등포구,1.0,4.0,3.0,3.0,60.0,0,2210010006.0,a003449,4,여,20,4,4,2,2,3,6,6,3,5,3.0,2,1
a_a003449,창덕궁,서울특별시,종로구,2.0,1.0,3.0,3.0,90.0,0,2210020004.0,a003449,4,여,20,4,4,2,2,3,6,6,3,5,3.0,2,1
a_a003449,동대문디자인플라자,서울특별시,중구,3.0,5.0,3.0,3.0,90.0,0,2210010005.0,a003449,4,여,20,4,4,2,2,3,6,6,3,5,3.0,2,1
a_a003822,물의정원,경기도,남양주시,1.0,5.0,5.0,5.0,120.0,0,2210010004.0,a003822,22,여,30,4,3,6,1,1,5,6,2,3,1.0,3,0
a_a005258,남한산성,경기도,광주시,2.0,4.0,5.0,5.0,120.0,0,2210020003.0,a005258,21,남,30,6,4,2,5,2,6,6,6,6,2.0,4,1
a_a001702,고석정,강원도,철원군,13.0,4.0,3.0,4.0,90.0,0,2209090005.0,a001702,21,여,30,4,2,2,2,3,4,2,3,7,2.0,4,4
a_a001702,산정호수,경기도,포천시,7.0,4.0,4.0,4.0,60.0,0,2209090007.0,a001702,21,여,30,4,2,2,2,3,4,2,3,7,2.0,4,4
a_a001702,허브아일랜드,경기도,포천시,6.0,4.0,4.0,4.0,120.0,0,2209100002.0,a001702,21,여,30,4,2,2,2,3,4,2,3,7,2.0,4,4
a_a001702,고석정꽃밭,강원도,철원군,1.0,4.0,3.0,4.0,30.0,0,2209090004.0,a001702,21,여,30,4,2,2,2,3,4,2,3,7,2.0,4,4
a_a017555,장릉,경기도,김포시,2.0,4.0,5.0,4.0,60.0,0,2211110002.0,a017555,3,여,30,4,5,1,3,4,5,3,5,4,8.0,6,2
a_a000104,일상비일상의틈,서울특별시,강남구,13.0,4.0,4.0,4.0,60.0,0,2208060002.0,a000104,1,여,20,1,7,1,6,3,6,6,3,3,1.0,1,3
a_a000104,석촌호수 동호,서울특별시,송파구,1.0,4.0,4.0,4.0,30.0,0,2208060003.0,a000104,1,여,20,1,7,1,6,3,6,6,3,3,1.0,1,3
a_a004771,장릉,경기도,김포시,2.0,4.0,2.0,3.0,60.0,0,2210080003.0,a004771,3,남,40,6,2,1,6,2,1,3,1,2,1.0,6,0
a_a003309,동탄호수공원,경기도,화성시,1.0,5.0,5.0,5.0,150.0,1,2209250008.0,a003309,5,여,40,4,1,7,5,5,1,5,1,7,6.0,4,0
a_a011873,경복궁,서울특별시,종로구,2.0,5.0,4.0,5.0,30.0,0,2210270004.0,a011873,3,여,20,2,3,3,6,5,7,6,6,5,2.0,2,0
a_a003144,석촌호수 서호,서울특별시,송파구,1.0,4.0,4.0,5.0,90.0,0,2210310003.0,a003144,25,여,20,2,2,2,2,1,2,2,1,6,7.0,2,1
a_a003144,석촌호수 동호,서울특별시,송파구,7.0,4.0,4.0,4.0,30.0,0,2210310008.0,a003144,25,여,20,2,2,2,2,1,2,2,1,6,7.0,2,1
a_a008052,석촌호수 동호,서울특별시,송파구,7.0,4.0,5.0,5.0,30.0,0,2210270004.0,a008052,6,여,40,9,3,4,3,4,4,3,3,6,5.0,1,0
a_a001736,미사호수공원,경기도,하남시,1.0,5.0,5.0,5.0,30.0,0,2209240003.0,a001736,24,여,30,5,5,4,3,6,6,5,4,2,2.0,1,2
a_a004915,일산호수공원,경기도,고양시,1.0,5.0,5.0,5.0,120.0,1,2210010007.0,a004915,21,여,40,7,3,5,1,3,3,1,5,1,6.0,1,0
a_a007144,인천아트플랫폼,인천광역시,중구,3.0,3.0,3.0,3.0,30.0,0,2210220007.0,a007144,21,여,30,5,4,1,1,3,4,3,6,1,4.0,5,0
a_a007144,인천아트플랫폼,인천광역시,중구,3.0,5.0,5.0,5.0,60.0,0,2210220002.0,a007144,21,여,30,5,4,1,1,3,4,3,6,1,4.0,5,0
a_a010137,덕수궁,서울특별시,중구,2.0,5.0,5.0,5.0,120.0,1,2210210003.0,a010137,3,남,20,4,2,3,3,4,4,3,3,7,1.0,3,0
a_a008616,두물머리,경기도,양평군,1.0,5.0,4.0,4.0,150.0,0,2211040003.0,a008616,21,여,30,4,2,2,5,3,2,1,2,6,2.0,5,0
a_a008616,테르메덴,경기도,이천시,6.0,5.0,4.0,4.0,180.0,1,2211050003.0,a008616,21,여,30,4,2,2,5,3,2,1,2,6,2.0,5,0
a_a008616,용문사,경기도,양평군,2.0,5.0,5.0,5.0,90.0,0,2211050001.0,a008616,21,여,30,4,2,2,5,3,2,1,2,6,2.0,5,0
a_a004227,올림픽공원,서울특별시,송파구,1.0,5.0,5.0,5.0,60.0,0,2210010005.0,a004227,22,남,20,3,5,1,1,3,4,1,1,4,2.0,4,0
a_a004227,서울숲,서울특별시,성동구,1.0,3.0,3.0,3.0,60.0,0,2210010004.0,a004227,22,남,20,3,5,1,1,3,4,1,1,4,2.0,4,0
a_a007378,양화한강공원,서울특별시,영등포구,1.0,5.0,5.0,5.0,210.0,0,2210150002.0,a007378,5,여,20,5,2,1,2,4,4,4,3,6,6.0,3,3
a_a002378,에버랜드,경기도,용인시,6.0,4.0,4.0,4.0,300.0,0,2209220004.0,a002378,2,남,20,7,6,3,5,7,6,6,5,5,7.0,2,0
a_a002378,난지한강공원,서울특별시,마포구,1.0,5.0,5.0,5.0,420.0,0,2209240001.0,a002378,2,남,20,7,6,3,5,7,6,6,5,5,7.0,2,0
a_a006001,서오릉,경기도,고양시,2.0,5.0,5.0,5.0,60.0,1,2210010001.0,a006001,3,여,40,4,4,4,4,4,4,4,4,4,8.0,1,1
a_a006545,흥인지문,서울특별시,종로구,2.0,4.0,5.0,5.0,60.0,1,2210290005.0,a006545,1,남,20,2,6,1,1,5,4,4,3,7,3.0,1,1
a_a005644,수원화성,경기도,수원시,2.0,5.0,5.0,5.0,90.0,0,2210030004.0,a005644,6,남,60,4,4,3,5,5,4,3,5,3,8.0,4,0
a_a005644,화성행궁,경기도,수원시,2.0,5.0,3.0,5.0,60.0,0,2210030009.0,a005644,6,남,60,4,4,3,5,5,4,3,5,3,8.0,4,0
a_a005644,수원화성박물관,경기도,수원시,2.0,4.0,4.0,5.0,60.0,0,2210030007.0,a005644,6,남,60,4,4,3,5,5,4,3,5,3,8.0,4,0
a_a004970,철도박물관,경기도,의왕시,2.0,4.0,4.0,4.0,60.0,1,2210300002.0,a004970,11,여,30,6,1,1,1,6,6,2,6,2,7.0,1,2
a_a002019,경의선숲길,서울특별시,마포구,7.0,4.0,4.0,4.0,60.0,0,2209260002.0,a002019,23,여,20,1,4,3,4,2,3,4,3,5,2.0,1,0
a_a007727,마장호수,경기도,파주시,1.0,4.0,4.0,4.0,30.0,0,2210220004.0,a007727,1,남,40,5,5,1,2,3,5,3,2,4,2.0,1,0
