TRAVEL_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,sido_gungu_list
a_a006646,2,여,20,2,6,3,2,2,2,2,2,6,7.0,1,1,['경기도+파주시']
a_a007014,6,여,30,4,5,2,6,3,5,5,6,2,2.0,2,0,['서울특별시+종로구']
d_d004175,6,여,20,4,4,1,1,6,4,5,2,7,5.0,1,1,['서울특별시+강남구']
a_a007298,3,여,20,2,6,7,2,4,2,5,1,6,1.0,3,0,['서울특별시+종로구']
b_b006822,22,남,20,3,6,4,2,4,5,6,4,3,7.0,3,1,['경기도+양평군']
a_a005652,2,여,30,4,4,4,3,3,4,5,4,4,1.0,1,2,['경기도+안성시']
c_c009025,9,여,30,5,1,1,1,4,6,5,3,3,1.0,3,1,['전라남도+장성군']
c_c005711,22,여,30,2,6,3,6,3,3,6,6,2,1.0,1,0,['충청북도+청주시']
c_c012891,2,남,30,6,2,1,2,4,4,3,2,6,1.0,6,1,['충청남도+아산시']
c_c001418,10,남,30,8,2,4,3,3,1,5,6,5,1.0,4,0,"['충청남도+태안군', '충청남도+아산시']"
c_c001043,21,남,30,8,1,4,4,1,3,3,3,3,2.0,10,3,['전라남도+여수시']
a_a015656,2,여,30,5,6,4,2,2,3,3,6,5,7.0,1,0,['대전광역시+서구']
c_c009030,3,남,40,5,1,4,6,2,2,2,1,4,2.0,2,3,['전라북도+남원시']
c_c001557,4,남,30,5,3,6,2,6,2,3,6,7,2.0,1,0,['충청남도+당진시']
c_c002223,3,여,20,1,4,2,2,6,5,5,7,7,1.0,2,0,['전라북도+군산시']
c_c000807,3,남,30,4,5,6,4,6,2,6,6,5,3.0,5,1,['충청남도+보령시']
c_c013889,3,여,20,4,4,1,1,1,1,2,6,3,4.0,1,0,['충청남도+아산시']
c_c000230,4,여,20,5,2,1,1,1,2,2,1,7,3.0,1,3,"['전라북도+전주시', '전라남도+담양군']"
c_c009342,3,남,50,1,2,4,3,5,5,5,3,5,3.0,4,1,['전라북도+전주시']
c_c004831,6,여,20,2,4,3,2,3,5,5,5,6,3.0,4,1,['전라남도+여수시']
c_c005395,5,남,40,9,2,2,2,4,4,5,4,4,9.0,4,3,['충청남도+보령시']
c_c007519,21,남,50,5,1,1,2,2,1,2,2,5,2.0,2,0,['전라북도+순창군']
c_c006348,1,남,20,1,7,1,6,1,6,6,1,1,1.0,5,1,['대전광역시+유성구']
c_c002172,2,여,30,4,1,1,3,4,4,4,6,7,1.0,2,4,"['대전광역시+중구', '대전광역시+서구']"
c_c013341,3,여,30,4,4,4,3,4,4,3,5,5,1.0,2,1,['충청남도+아산시']
c_c013833,22,여,20,4,2,3,1,6,5,2,5,6,5.0,1,0,['충청북도+제천시']
c_c008988,2,여,40,3,4,3,4,7,6,5,5,4,3.0,1,3,['전라북도+전주시']
c_c014197,27,남,20,6,2,3,2,3,5,3,2,6,7.0,3,1,['세종시+세종시']
c_c005840,4,남,30,7,6,6,2,2,2,4,6,5,2.0,1,2,['세종시+세종시']
c_c014398,28,여,30,5,4,4,4,4,4,4,4,4,7.0,1,2,['전라북도+정읍시']
c_c003928,2,여,20,3,4,1,4,1,1,7,1,7,3.0,2,1,['충청남도+예산군']
c_c001841,3,남,30,6,2,6,5,3,2,3,5,2,2.0,2,0,['충청남도+예산군']
c_c005605,1,여,20,1,2,1,3,6,2,1,3,2,2.0,2,0,"['대전광역시+중구', '대전광역시+서구']"
c_c001241,1,남,20,5,1,2,1,3,2,1,6,7,1.0,2,2,['전라남도+여수시']
c_c000575,23,여,30,3,1,1,1,3,2,2,3,2,3.0,3,2,"['충청남도+천안시', '충청남도+아산시']"
c_c001136,3,여,30,2,1,7,1,7,7,7,1,5,7.0,6,0,['충청남도+공주시']
c_c007594,3,여,40,1,3,2,5,3,3,4,6,4,3.0,2,3,"['충청남도+논산시', '충청남도+공주시']"
c_c007814,1,여,20,2,1,1,1,1,7,1,4,7,10.0,2,4,['충청남도+논산시']
c_c011523,6,여,30,2,2,2,4,4,5,4,3,4,10.0,2,3,['전라남도+곡성군']
c_c003395,6,여,20,4,3,3,3,5,5,3,3,7,1.0,1,1,['대전광역시+유성구']
c_c004772,8,남,30,7,1,2,1,1,4,1,1,5,1.0,1,1,['전라북도+부안군']
c_c007469,1,남,20,1,5,1,1,1,1,6,2,2,3.0,1,1,['전라남도+순천시']
c_c001943,21,남,20,3,1,1,6,6,7,1,7,1,6.0,5,1,['충청북도+충주시']
c_c002194,2,여,30,4,4,1,4,6,6,6,5,2,3.0,1,4,['충청북도+제천시']
c_c009200,3,여,30,4,2,1,1,2,3,3,3,5,1.0,2,0,"['충청남도+부여군', '충청남도+공주시']"
c_c003030,2,남,40,7,1,3,2,6,2,3,3,6,3.0,1,3,['전라북도+남원시']
c_c000653,22,남,20,4,3,3,7,5,3,3,5,3,1.0,3,0,['전라북도+전주시']
c_c013652,21,여,20,4,3,1,3,3,5,5,6,6,3.0,3,7,"['대전광역시+서구', '대전광역시+유성구']"
c_c008914,2,남,50,8,2,3,2,4,3,2,6,3,3.0,4,1,['충청남도+아산시']
c_c002886,2,여,20,2,2,3,1,4,6,4,5,2,7.0,1,0,"['대전광역시+중구', '대전광역시+동구', '대전광역시+유성구']"
c_c000485,21,남,50,8,5,2,1,2,3,6,4,7,2.0,4,2,['전라남도+여수시']
c_c003183,21,여,20,4,5,2,1,3,2,2,2,5,9.0,8,1,"['전라남도+보성군', '전라남도+여수시']"
c_c006352,1,여,30,6,4,5,5,5,4,4,5,5,1.0,1,0,['충청남도+예산군']
c_c002278,23,여,30,3,2,2,6,1,2,4,2,5,3.0,4,5,['전라남도+나주시']
c_c003223,3,남,20,5,4,1,2,4,4,4,2,4,1.0,1,1,"['전라북도+전주시', '전라북도+군산시', '전라북도+남원시']"
c_c011568,6,여,20,2,1,1,1,3,4,7,1,7,3.0,2,1,['전라남도+담양군']
c_c012243,22,여,30,5,2,2,4,3,3,3,2,6,1.0,2,1,['충청북도+제천시']
c_c009696,2,여,30,5,3,2,2,4,4,3,5,5,3.0,5,3,['전라남도+여수시']
c_c003267,11,여,30,4,4,2,3,1,4,1,4,7,3.0,2,3,['전라남도+순천시']
c_c014297,3,여,30,4,2,2,2,3,4,3,4,5,8.0,3,1,['충청남도+천안시']
c_c002446,2,여,20,2,3,5,5,3,3,4,2,6,3.0,4,1,['전라남도+곡성군']
c_c009193,25,여,30,8,4,3,3,1,7,2,1,7,3.0,2,1,['충청남도+부여군']
c_c009645,27,남,20,4,3,1,3,6,2,2,7,2,3.0,4,7,['대전광역시+서구']
a_a001916,8,여,30,5,2,3,2,5,3,4,6,3,2.0,3,1,['충청북도+충주시']
c_c002843,2,여,30,1,4,4,4,4,4,5,5,4,1.0,4,3,['충청남도+예산군']
c_c005553,4,여,20,4,1,1,1,4,4,4,4,4,2.0,10,0,['전라남도+담양군']
c_c009028,3,남,30,6,1,1,1,1,1,1,1,1,1.0,1,3,['전라북도+전주시']
c_c009262,2,여,20,4,2,6,2,5,4,6,2,4,2.0,1,1,['전라남도+담양군']
c_c009282,28,여,60,1,4,6,2,4,4,6,2,3,1.0,1,1,['대전광역시+서구']
c_c002308,23,여,20,4,6,1,1,2,4,4,6,6,3.0,1,1,['전라남도+담양군']
c_c014185,2,남,30,4,2,1,1,6,6,2,6,5,10.0,3,3,['대전광역시+중구']
c_c011753,3,여,20,3,3,2,2,2,2,6,4,7,1.0,4,2,['전라북도+전주시']
c_c009318,22,여,20,2,2,2,4,2,3,4,3,7,2.0,1,0,['충청남도+공주시']
c_c000050,1,남,30,3,6,1,4,2,1,4,5,6,3.0,1,2,"['충청남도+태안군', '대전광역시+유성구']"
c_c002680,3,여,30,4,3,2,2,1,4,4,1,3,3.0,1,1,"['전라북도+전주시', '전라북도+남원시']"
c_c002989,22,여,20,5,2,1,1,2,1,2,3,2,3.0,3,1,['전라북도+전주시']
c_c004602,2,남,20,5,2,2,3,2,4,5,2,4,2.0,1,1,['대전광역시+서구']
c_c003167,3,여,20,3,4,1,1,3,5,5,5,6,7.0,3,0,"['전라남도+순천시', '전라남도+여수시']"
c_c006072,6,여,60,3,6,6,6,6,6,4,6,2,2.0,1,0,['전라북도+전주시']
c_c005694,1,여,40,4,6,4,4,3,5,6,6,5,1.0,1,4,['전라남도+담양군']
c_c005727,22,여,20,3,2,2,2,3,6,5,1,6,3.0,2,3,['대전광역시+서구']
c_c002053,2,남,20,2,3,2,2,2,3,3,5,5,3.0,1,1,['전라남도+나주시']
c_c006291,10,여,30,5,2,4,5,3,4,5,3,5,3.0,2,2,['충청남도+아산시']
c_c003381,23,여,20,1,6,2,3,4,5,3,7,3,3.0,2,3,['전라남도+여수시']
c_c009429,22,여,20,2,4,2,2,4,4,4,2,6,5.0,5,1,['대전광역시+유성구']
c_c009744,9,여,20,1,2,6,2,2,2,2,6,2,7.0,4,0,['전라남도+함평군']
c_c012359,6,남,40,6,2,4,1,5,6,4,2,7,3.0,2,3,['충청남도+예산군']
c_c003809,22,남,20,4,3,2,2,1,1,4,1,7,1.0,10,1,['충청남도+공주시']
c_c005637,3,여,30,4,2,2,2,2,3,2,6,6,1.0,3,0,['충청북도+청주시']
c_c008816,1,여,50,7,4,4,2,2,3,2,3,4,3.0,2,3,['광주광역시+서구']
c_c000502,6,남,20,4,2,2,2,7,4,2,6,2,1.0,3,0,['충청남도+태안군']
c_c012336,2,남,30,5,2,2,5,5,4,4,2,5,2.0,4,3,['세종시+세종시']
c_c008899,22,여,30,4,1,1,7,7,7,6,3,2,1.0,4,2,['대전광역시+서구']
c_c004019,22,여,30,4,3,4,2,3,6,3,2,6,7.0,1,1,['충청북도+제천시']
c_c002497,23,남,20,2,3,1,1,3,2,5,4,5,1.0,6,0,['전라남도+순천시']
c_c012456,11,남,30,4,6,4,2,3,4,5,5,3,2.0,5,1,['충청남도+태안군']
c_c005634,2,여,20,6,2,7,1,3,4,4,5,2,3.0,1,1,['전라남도+여수시']
c_c000435,23,여,20,2,3,2,2,3,5,3,2,4,3.0,5,1,['전라북도+전주시']
c_c000408,2,남,30,5,4,1,1,1,4,4,2,4,3.0,2,5,['충청북도+단양군']
c_c002507,23,여,40,7,4,4,5,1,2,3,3,5,2.0,2,0,['대전광역시+대덕구']
c_c010108,3,여,20,4,7,3,1,1,4,7,7,7,3.0,1,1,['전라남도+나주시']
c_c007423,1,남,20,4,7,5,4,2,2,5,2,2,2.0,5,0,['대전광역시+서구']
c_c000187,26,여,20,2,4,1,1,3,4,4,2,6,2.0,2,3,['전라북도+남원시']
c_c003338,9,남,20,4,2,3,1,5,3,3,5,2,3.0,1,2,['전라북도+김제시']
c_c009375,3,여,30,4,2,2,6,2,2,6,2,6,1.0,3,2,['전라남도+구례군']
c_c009389,6,여,30,5,4,5,2,4,4,4,6,6,1.0,1,1,['충청남도+천안시']
c_c003200,22,여,20,4,2,2,2,3,3,3,3,5,3.0,1,2,['대전광역시+서구']
c_c013235,5,남,20,4,2,3,3,4,4,5,3,5,1.0,5,0,['충청북도+단양군']
c_c010857,6,여,40,8,6,3,4,1,2,6,2,6,1.0,2,0,['충청남도+예산군']
c_c002948,22,여,40,3,3,6,3,4,2,2,6,7,1.0,1,0,['전라북도+군산시']
c_c000414,23,여,20,3,3,2,3,2,5,4,7,5,3.0,1,3,['전라북도+전주시']
c_c005281,10,여,50,1,1,7,7,3,1,4,1,4,2.0,2,1,['충청남도+아산시']
c_c011608,2,여,20,3,4,2,3,1,1,2,2,6,3.0,1,2,['전라남도+담양군']
c_c002384,3,여,30,2,2,3,5,4,5,5,2,6,3.0,12,2,['전라북도+전주시']
c_c008274,10,여,20,1,2,3,5,2,2,6,7,6,1.0,2,1,['충청남도+아산시']
c_c005360,4,남,20,2,2,2,1,3,2,3,5,4,2.0,5,2,['전라남도+여수시']
c_c005854,3,남,30,3,3,1,2,4,3,4,6,6,7.0,1,0,['전라북도+군산시']
c_c002637,23,여,20,1,2,7,5,6,6,6,6,7,2.0,3,1,['대전광역시+유성구']
c_c002952,12,여,40,4,2,2,2,2,3,4,3,7,3.0,1,1,['전라남도+나주시']
c_c002408,3,여,30,3,3,4,2,4,4,5,3,2,9.0,1,1,['충청북도+청주시']
c_c011604,2,남,20,4,6,6,2,2,2,6,2,6,3.0,4,3,['전라남도+여수시']
c_c014239,2,여,30,3,2,2,2,2,2,2,1,7,3.0,1,2,['충청남도+아산시']
c_c005676,6,남,20,5,2,2,2,5,3,5,2,5,1.0,1,0,['대전광역시+유성구']
c_c005725,1,여,20,2,2,2,2,5,5,2,5,6,2.0,3,0,['전라북도+전주시']
c_c000806,5,남,20,2,6,1,2,2,1,6,1,1,3.0,2,3,['충청북도+단양군']
c_c012020,3,여,40,3,1,7,4,7,4,6,1,4,3.0,3,1,['전라북도+전주시']
c_c006049,22,여,40,7,2,4,1,2,3,1,2,7,3.0,2,2,['충청북도+청주시']
c_c005830,6,여,30,5,5,2,4,1,4,2,7,4,1.0,1,0,"['대전광역시+서구', '대전광역시+유성구']"
c_c009589,11,남,40,4,3,4,4,4,5,3,4,6,2.0,1,3,['전라남도+담양군']
c_c011549,22,여,20,2,2,2,2,2,2,3,7,6,3.0,4,1,['전라남도+목포시']
c_c006562,2,여,30,4,3,2,3,3,5,3,5,5,1.0,2,0,['대전광역시+서구']
b_b007539,2,남,40,4,1,1,1,3,1,7,3,7,3.0,1,2,['전라남도+곡성군']
c_c003357,22,여,30,5,5,3,2,5,6,6,1,7,3.0,2,3,['전라남도+여수시']
a_a006482,2,여,30,4,1,2,4,1,2,3,6,2,10.0,6,2,['충청남도+아산시']
c_c011642,24,여,40,1,1,1,2,3,1,6,1,3,2.0,1,2,['전라북도+순창군']
c_c007413,3,여,20,4,6,3,3,5,3,6,7,6,2.0,1,1,['충청남도+공주시']
c_c011548,6,여,20,1,5,4,5,4,5,5,5,5,1.0,3,0,"['대전광역시+동구', '대전광역시+유성구']"
c_c006293,21,여,20,3,2,2,2,3,2,4,2,5,1.0,2,0,['전라남도+담양군']
c_c007804,9,남,20,2,6,2,1,6,6,2,6,6,1.0,1,0,['전라북도+전주시']
c_c006144,3,여,40,4,1,1,4,4,4,4,4,4,2.0,6,1,['충청남도+아산시']
c_c004809,2,남,20,1,5,5,2,6,6,2,2,6,2.0,2,0,['전라북도+전주시']
c_c002861,5,여,20,1,2,1,3,3,2,6,2,6,1.0,2,1,['충청북도+단양군']
a_a012187,3,여,50,4,2,5,7,4,2,7,7,7,3.0,1,1,"['전라남도+순천시', '전라남도+여수시']"
c_c000381,6,여,20,4,3,1,2,1,3,7,3,6,10.0,1,1,['전라남도+순천시']
c_c012586,6,남,40,8,1,6,2,3,2,6,6,2,1.0,3,0,['충청북도+청주시']
c_c002655,7,여,20,3,2,6,6,4,1,2,1,7,3.0,4,1,['전라남도+여수시']
c_c006217,9,남,30,4,5,2,4,5,5,5,2,3,3.0,1,3,['충청남도+계룡시']
c_c009550,4,여,30,4,5,6,6,3,2,6,4,6,2.0,1,2,['전라남도+담양군']
c_c005444,22,여,20,4,2,3,2,2,1,5,6,6,3.0,1,1,['전라남도+함평군']
c_c001956,6,남,20,5,3,2,2,4,3,2,2,3,4.0,1,0,"['대전광역시+서구', '대전광역시+유성구']"
c_c000370,5,여,30,4,3,3,3,2,2,4,2,5,9.0,2,5,['충청북도+단양군']
c_c005780,3,여,30,4,5,2,1,1,7,4,6,7,8.0,1,1,['충청남도+공주시']
c_c002200,7,남,20,2,6,1,5,5,6,2,7,5,2.0,2,0,['전라북도+전주시']
c_c009243,22,여,20,2,6,5,3,3,4,5,3,4,2.0,2,4,['전라남도+담양군']
c_c002274,3,남,20,1,6,6,6,2,5,3,6,5,4.0,6,0,"['충청남도+천안시', '충청남도+아산시']"
c_c009674,2,여,20,1,4,1,1,3,2,4,6,5,1.0,5,0,['전라북도+전주시']
c_c006457,3,여,30,5,3,3,2,3,4,3,2,6,4.0,2,0,['전라북도+전주시']
c_c013900,22,여,20,1,4,2,2,6,4,6,5,6,2.0,8,1,['전라남도+순천시']
c_c013384,1,여,30,4,2,1,2,5,5,3,2,6,9.0,4,1,"['대전광역시+서구', '대전광역시+동구']"
c_c001081,3,여,20,3,4,4,4,4,4,4,4,4,2.0,1,1,['전라북도+전주시']
c_c002294,3,여,20,1,4,3,3,2,2,3,2,4,1.0,1,0,['전라북도+전주시']
c_c010882,6,여,40,4,1,2,1,4,5,5,2,6,3.0,1,1,['충청남도+당진시']
c_c011728,1,남,30,4,2,3,2,1,3,4,4,6,3.0,2,1,['전라북도+전주시']
c_c008107,28,여,20,4,2,3,2,6,5,5,5,4,1.0,4,0,['충청북도+보은군']
c_c013607,24,남,30,4,3,1,3,3,3,3,2,2,1.0,1,1,['충청남도+아산시']
c_c007775,22,여,20,5,6,4,2,3,6,6,4,6,5.0,1,1,['전라북도+익산시']
c_c002213,8,남,30,1,1,2,2,2,1,4,2,4,7.0,1,1,['충청북도+충주시']
c_c001822,27,여,20,1,7,1,2,6,6,4,1,7,3.0,4,4,['전라남도+여수시']
c_c008031,3,여,20,4,4,4,2,3,5,5,3,6,2.0,1,1,['전라북도+전주시']
c_c005832,21,여,30,7,5,3,4,4,5,4,4,5,1.0,3,0,['전라북도+전주시']
c_c009355,10,여,40,1,2,6,2,2,6,4,2,6,3.0,4,1,['충청남도+아산시']
c_c006108,1,여,50,3,1,1,1,3,2,7,1,2,9.0,4,1,['충청남도+아산시']
c_c009128,2,여,20,3,3,2,1,6,2,1,2,3,2.0,6,0,['전라북도+남원시']
c_c005646,3,여,20,2,6,2,4,3,3,4,7,2,2.0,2,0,['전라북도+고창군']
c_c006870,9,여,30,4,3,1,1,1,4,2,7,4,3.0,2,1,['대전광역시+유성구']
c_c007629,3,여,30,4,1,3,1,5,4,6,2,4,1.0,5,0,"['충청남도+부여군', '충청남도+공주시']"
c_c007880,2,여,30,5,3,2,2,2,6,6,5,6,7.0,1,1,['충청북도+단양군']
c_c009192,6,여,30,5,3,1,6,1,2,6,3,7,2.0,2,0,['전라남도+여수시']
c_c001708,22,남,30,4,2,2,2,2,3,3,2,6,1.0,3,1,['충청남도+서산시']
c_c006849,8,여,30,4,1,1,1,5,1,4,7,7,4.0,3,2,['충청북도+단양군']
c_c000158,21,여,30,12,2,2,2,3,2,4,3,3,1.0,2,7,['충청북도+제천시']
c_c006441,23,남,40,11,4,2,2,2,4,4,3,6,2.0,4,1,['전라남도+여수시']
c_c007662,22,남,30,4,3,1,3,6,2,4,5,3,1.0,2,1,['전라북도+전주시']
c_c014382,6,여,30,3,5,5,3,5,6,4,6,3,2.0,1,1,['전라남도+목포시']
c_c000045,25,여,30,4,6,1,4,4,4,4,3,4,9.0,1,2,['전라북도+군산시']
c_c002684,2,남,30,3,4,2,2,2,2,3,2,3,1.0,1,1,['충청북도+제천시']
c_c004710,8,남,20,5,2,2,3,5,3,2,3,5,7.0,1,1,['충청남도+태안군']
c_c009628,1,여,30,4,5,3,2,3,3,3,2,6,1.0,2,0,['전라북도+전주시']
c_c009038,2,여,30,4,3,5,4,5,3,6,6,7,2.0,2,3,['전라북도+순창군']
c_c004265,28,여,50,7,2,3,2,3,5,3,5,4,6.0,2,0,['전라북도+무주군']
c_c006077,8,남,30,4,4,4,4,4,4,4,4,4,2.0,1,1,['충청남도+태안군']
c_c008800,3,여,30,5,2,4,3,3,3,3,4,3,2.0,3,1,['충청남도+아산시']
c_c012717,5,남,30,5,4,4,4,4,4,4,4,4,6.0,1,1,['충청남도+천안시']
c_c012703,9,여,20,2,1,3,7,5,1,4,5,5,1.0,2,0,"['충청북도+청주시', '대전광역시+유성구']"
c_c006364,5,남,60,7,2,2,5,5,3,5,6,6,6.0,2,0,['충청남도+공주시']
c_c013752,3,남,40,3,1,1,4,4,1,1,1,6,9.0,2,1,"['충청남도+태안군', '충청남도+서산시', '충청남도+보령시']"
c_c008964,22,여,60,6,1,4,2,3,3,4,4,6,6.0,3,1,['충청북도+괴산군']
c_c011404,2,여,30,5,1,1,1,1,1,4,7,6,1.0,2,1,"['전라북도+전주시', '전라북도+진안군']"
c_c012014,22,여,20,3,3,1,4,3,5,6,1,7,1.0,1,0,['대전광역시+서구']
c_c010087,2,남,20,2,4,2,3,3,2,4,7,6,4.0,2,0,['세종시+세종시']
c_c009042,2,여,30,3,2,3,3,4,2,3,3,6,3.0,2,2,['충청남도+아산시']
c_c011238,21,여,30,4,3,2,2,3,4,4,5,3,7.0,6,1,['충청남도+공주시']
c_c005304,1,여,40,4,2,2,2,2,2,3,2,2,7.0,1,3,['전라남도+순천시']
c_c000606,23,남,30,4,4,2,4,2,2,5,6,5,6.0,3,0,['전라남도+목포시']
c_c001535,11,남,30,5,4,1,4,2,2,4,2,6,7.0,1,3,['충청남도+태안군']
c_c013777,1,여,20,3,3,1,4,6,4,4,7,7,3.0,2,1,['전라남도+담양군']
c_c011450,2,여,20,3,2,1,2,3,3,4,2,7,1.0,3,0,['전라남도+순천시']
c_c003554,3,남,40,6,1,4,1,1,1,4,5,4,1.0,1,1,['충청북도+제천시']
c_c006834,21,여,20,3,6,1,6,1,1,1,1,7,1.0,2,1,['전라남도+담양군']
c_c003155,3,여,30,6,5,2,3,2,5,3,3,6,2.0,1,1,['충청북도+괴산군']
c_c009830,8,여,30,4,3,1,2,4,2,2,4,6,1.0,20,1,['충청남도+아산시']
c_c008820,9,남,20,2,6,4,6,6,4,5,4,4,2.0,2,0,['대전광역시+유성구']
c_c011777,9,여,20,1,7,1,4,3,4,6,1,4,1.0,1,1,['전라북도+전주시']
c_c013412,24,여,30,1,4,1,3,3,3,4,4,6,1.0,1,1,['충청남도+아산시']
c_c014256,22,여,20,4,1,2,2,6,7,2,6,7,1.0,1,0,['전라남도+장성군']
c_c006458,8,남,30,4,2,4,2,4,3,4,6,7,5.0,2,1,['충청북도+단양군']
c_c000520,4,여,20,4,2,2,6,4,4,2,7,6,1.0,1,0,['전라북도+전주시']
c_c014290,6,여,30,6,6,6,2,3,5,6,2,6,7.0,2,3,['전라남도+담양군']
c_c007769,3,여,30,4,2,2,3,3,2,3,5,4,1.0,3,1,['충청북도+단양군']
c_c009073,3,여,50,3,1,4,3,5,3,6,7,1,1.0,1,3,['충청남도+공주시']
c_c011829,6,여,20,1,2,2,1,3,2,6,1,7,5.0,2,1,['전라남도+함평군']
c_c002780,3,남,30,6,4,5,2,2,4,5,2,2,3.0,15,4,['충청남도+서산시']
c_c004834,3,여,40,1,3,2,2,2,6,3,2,6,3.0,2,1,['충청남도+아산시']
b_b003935,11,여,20,1,1,1,1,1,4,5,1,7,7.0,1,1,['충청북도+단양군']
c_c001950,2,여,30,6,1,7,4,4,1,7,4,1,1.0,4,2,['충청남도+서천군']
c_c012658,3,여,30,3,6,2,1,4,6,5,4,1,7.0,1,2,['광주광역시+동구']
c_c009878,22,남,20,1,4,3,5,6,6,6,7,1,3.0,2,1,['전라남도+여수시']
c_c000254,22,남,20,3,2,3,2,6,5,6,1,7,3.0,2,5,"['전라남도+담양군', '전라북도+전주시']"
b_b011137,2,남,40,6,2,6,3,4,6,3,5,6,2.0,2,0,['충청남도+당진시']
c_c012785,2,여,30,4,1,2,2,1,2,4,6,4,3.0,6,1,['세종시+세종시']
c_c008879,22,남,40,5,3,6,7,6,6,5,5,6,7.0,4,0,['충청남도+천안시']
c_c014263,1,여,20,4,6,4,2,2,2,2,6,6,2.0,2,1,['대전광역시+동구']
c_c002900,4,여,20,4,2,2,4,4,3,2,2,6,7.0,1,0,"['전라북도+군산시', '전라북도+전주시']"
c_c009374,3,남,20,1,3,5,3,2,3,3,2,5,4.0,1,0,['충청남도+천안시']
c_c002793,8,남,40,6,2,2,4,5,4,5,2,4,1.0,2,1,['충청북도+괴산군']
c_c005070,3,남,30,4,1,3,1,2,1,6,1,7,3.0,2,2,['경상북도+문경시']
c_c006039,3,남,20,4,4,3,2,6,6,3,6,3,1.0,2,0,"['전라북도+군산시', '전라북도+전주시']"
c_c009269,9,여,20,4,4,2,2,2,6,3,2,6,1.0,6,1,['전라남도+여수시']
c_c009822,3,남,30,7,4,6,5,3,4,6,4,5,1.0,1,2,['전라북도+군산시']
c_c011326,22,여,20,4,3,2,1,3,5,6,2,7,2.0,6,3,['전라남도+담양군']
c_c012837,22,여,30,3,2,1,4,2,2,3,6,3,1.0,1,2,['충청남도+예산군']
c_c003864,10,여,30,4,5,1,3,1,4,4,1,5,2.0,4,1,['충청북도+제천시']
c_c012755,3,여,30,4,1,1,1,1,1,2,1,3,2.0,1,1,['충청남도+천안시']
c_c009513,5,여,30,5,3,4,5,3,3,2,6,6,7.0,4,1,['충청북도+단양군']
c_c006586,13,남,20,1,2,1,1,1,3,6,2,7,4.0,1,1,['충청남도+아산시']
c_c007572,3,여,20,2,4,1,1,4,4,6,3,7,2.0,6,1,['전라남도+목포시']
c_c009082,3,여,50,3,4,2,2,5,4,6,6,3,1.0,4,0,['전라북도+남원시']
c_c000999,26,여,40,6,2,4,2,2,4,3,2,5,3.0,10,3,['충청북도+단양군']
c_c014201,22,남,30,5,1,6,2,7,1,1,7,4,1.0,1,1,['전라남도+장성군']
c_c009266,3,여,20,4,3,3,2,6,6,3,5,4,1.0,3,0,['충청남도+아산시']
c_c011679,5,남,30,12,2,1,1,1,4,4,2,6,5.0,1,2,['충청북도+제천시']
c_c009277,2,여,40,4,2,2,2,4,4,4,4,7,3.0,1,3,['세종시+세종시']
c_c009188,6,남,20,1,7,1,1,1,4,6,6,6,1.0,1,0,['전라북도+전주시']
c_c002944,8,여,20,2,3,1,2,2,3,4,3,7,2.0,5,1,['충청남도+공주시']
c_c009384,3,남,20,1,4,2,3,3,2,3,7,6,3.0,2,1,['경기도+평택시']
c_c003413,6,남,20,2,5,2,6,4,2,5,6,2,1.0,5,2,['전라북도+전주시']
c_c009062,1,여,20,3,3,3,2,2,6,6,2,7,2.0,2,1,['전라남도+담양군']
c_c012884,3,여,20,1,1,1,1,4,3,6,7,1,2.0,4,1,"['전라남도+담양군', '전라남도+순천시', '전라남도+화순군']"
c_c004941,22,남,50,5,4,4,4,4,4,4,4,4,3.0,2,1,['전라북도+전주시']
c_c001913,6,남,20,4,3,2,3,5,3,3,3,5,1.0,1,2,['충청남도+태안군']
c_c003726,6,남,20,4,6,5,3,5,4,5,2,5,3.0,1,1,['전라북도+전주시']
c_c008997,21,여,20,1,3,3,3,3,5,5,6,3,10.0,1,0,['충청남도+아산시']
c_c008952,3,남,30,4,3,5,3,4,3,2,6,3,6.0,1,0,"['대전광역시+서구', '대전광역시+유성구']"
c_c003301,3,남,30,2,7,1,1,2,1,6,2,6,1.0,2,0,['전라북도+군산시']
c_c006278,1,여,20,1,5,2,2,4,2,7,1,2,4.0,2,0,['충청남도+천안시']
c_c013620,22,남,20,1,1,7,4,4,2,3,7,3,2.0,3,1,['충청북도+옥천군']
c_c001884,22,여,30,2,1,2,2,3,3,3,1,7,3.0,5,4,['전라남도+여수시']
c_c008642,22,여,20,1,3,2,1,4,4,2,7,5,3.0,1,1,['충청북도+충주시']
c_c012039,21,남,20,2,4,4,4,4,4,4,4,4,3.0,1,1,['전라북도+전주시']
c_c005879,22,여,30,5,2,2,3,5,6,6,5,7,7.0,1,0,['충청북도+단양군']
c_c012776,9,여,20,3,3,3,2,3,2,3,2,5,3.0,3,2,['전라남도+화순군']
c_c008980,3,여,30,4,1,1,3,6,1,5,1,6,2.0,5,0,['전라북도+고창군']
c_c011515,24,남,30,4,4,2,2,2,2,1,1,6,2.0,2,1,['광주광역시+북구']
