TRAVEL_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,sido_gungu_list
a_a000293,8,여,40,6,4,5,3,2,4,5,6,6,2.0,1,3,"['경기도+가평군', '강원도+춘천시']"
a_a017653,1,여,30,5,4,3,4,2,4,2,7,6,1.0,3,0,['경기도+파주시']
a_a003636,27,여,20,2,2,6,6,6,1,7,6,6,8.0,2,0,['경기도+수원시']
a_a002984,28,여,20,4,2,1,4,2,1,4,7,5,1.0,5,1,['경기도+하남시']
a_a014228,1,여,50,1,1,4,1,4,2,1,3,7,2.0,1,0,['서울특별시+종로구']
a_a002128,2,여,30,1,7,7,7,7,1,7,4,7,3.0,2,3,['인천광역시+중구']
a_a002162,2,여,40,10,4,6,2,2,2,4,2,4,1.0,1,0,['경기도+김포시']
a_a000448,1,남,30,5,6,2,3,3,3,5,5,3,1.0,3,1,['서울특별시+중구']
a_a004990,2,여,50,1,3,1,6,1,1,6,1,5,3.0,1,1,['경기도+고양시']
a_a003014,8,남,30,8,2,4,2,2,5,5,3,3,2.0,3,3,['경기도+용인시']
a_a000201,6,여,20,4,4,4,4,4,4,5,4,4,3.0,4,1,"['서울특별시+송파구', '서울특별시+용산구', '서울특별시+중구', '서울특별시+종로구']"
a_a001649,1,여,20,4,3,7,2,3,1,2,1,6,1.0,2,0,['서울특별시+종로구']
a_a002108,3,여,20,3,4,2,3,5,4,4,5,3,1.0,3,1,['경기도+수원시']
a_a001750,26,남,20,2,7,1,7,1,3,6,1,7,6.0,5,1,['서울특별시+종로구']
a_a017841,2,여,30,4,5,2,2,2,6,4,5,6,1.0,1,0,['경기도+고양시']
a_a004711,26,여,30,4,2,2,2,4,6,6,3,3,2.0,3,3,['경기도+양평군']
a_a011069,6,여,20,5,3,3,4,2,2,5,2,4,7.0,3,0,"['서울특별시+송파구', '서울특별시+영등포구']"
a_a000014,21,남,50,12,2,2,6,2,2,6,2,7,10.0,5,7,['경기도+양평군']
a_a012504,6,남,20,1,6,1,1,1,5,6,5,5,4.0,1,0,"['서울특별시+용산구', '서울특별시+중구']"
a_a003927,2,여,30,3,3,1,2,5,2,2,1,6,1.0,4,1,['인천광역시+중구']
a_a006574,7,여,20,2,4,3,2,3,6,5,7,6,3.0,1,3,['서울특별시+종로구']
a_a006498,6,여,20,1,2,1,6,1,1,7,5,7,5.0,1,0,['서울특별시+용산구']
a_a012042,3,여,50,2,4,1,1,6,1,7,1,7,2.0,1,1,['경기도+안성시']
a_a006438,9,여,30,5,1,4,1,1,1,4,7,7,10.0,2,0,['서울특별시+영등포구']
a_a000657,3,여,50,8,4,2,4,1,2,6,5,3,2.0,2,1,['서울특별시+종로구']
a_a015683,21,여,20,3,3,2,1,2,5,5,1,7,7.0,1,1,['인천광역시+연수구']
a_a009440,21,여,40,5,4,2,1,3,2,6,6,2,2.0,1,5,"['서울특별시+종로구', '서울특별시+중구', '강원도+춘천시']"
a_a005546,6,남,20,2,6,1,2,2,1,5,3,4,2.0,4,1,['경기도+고양시']
a_a005165,2,남,30,7,3,2,2,3,4,6,2,6,9.0,6,1,['경기도+용인시']
a_a001105,2,남,30,4,6,2,2,2,4,6,6,5,3.0,1,7,['경기도+용인시']
a_a007325,1,남,30,3,2,1,4,1,1,1,4,3,1.0,3,0,['서울특별시+종로구']
a_a002833,4,여,20,3,3,4,1,2,4,3,4,3,2.0,5,0,['경기도+안양시']
a_a004756,2,남,20,2,7,7,7,3,2,2,6,1,3.0,3,1,['서울특별시+송파구']
a_a000935,2,여,30,4,6,1,2,2,6,6,2,5,3.0,1,2,['서울특별시+송파구']
a_a003543,26,여,30,3,3,2,2,4,3,3,5,5,1.0,1,1,['서울특별시+마포구']
a_a000912,5,남,20,3,4,1,3,1,3,4,1,6,1.0,10,2,['경기도+가평군']
a_a002055,3,여,60,4,2,6,6,6,3,6,6,3,8.0,2,4,"['서울특별시+동작구', '서울특별시+종로구']"
a_a000122,3,남,40,1,2,1,1,1,7,7,3,6,7.0,2,9,"['서울특별시+용산구', '서울특별시+종로구']"
a_a018218,2,여,30,3,2,2,2,3,2,2,6,4,8.0,3,0,['경기도+과천시']
a_a002301,26,남,30,5,2,4,2,3,2,1,5,4,2.0,5,1,['경기도+동두천시']
a_a011392,8,여,30,4,2,1,1,4,4,1,1,7,3.0,1,1,['경기도+가평군']
a_a001997,6,여,20,2,4,3,3,4,5,5,7,3,1.0,2,0,['서울특별시+종로구']
a_a004535,2,여,20,4,3,1,2,2,4,4,5,6,1.0,8,1,['서울특별시+송파구']
a_a002674,5,남,40,6,4,7,3,2,4,3,6,5,3.0,1,3,['경기도+양평군']
a_a001871,21,남,60,7,7,7,3,4,4,4,7,5,2.0,2,1,['인천광역시+중구']
a_a006279,26,여,30,7,1,3,3,4,3,4,5,2,6.0,3,1,['서울특별시+성동구']
a_a004787,27,남,30,6,3,6,3,4,4,5,5,3,6.0,2,3,['서울특별시+영등포구']
a_a006412,1,여,30,4,6,1,1,1,1,1,1,1,1.0,1,0,['인천광역시+연수구']
a_a002282,6,남,30,5,2,1,2,5,6,2,2,6,8.0,3,1,"['서울특별시+성동구', '서울특별시+중구']"
a_a005161,2,여,30,4,3,5,3,6,6,3,5,5,3.0,1,3,['경기도+용인시']
a_a014377,21,여,40,4,1,1,3,2,4,3,6,4,2.0,2,0,['서울특별시+중구']
a_a002711,8,여,20,4,2,2,1,2,2,2,3,4,2.0,4,2,['경기도+가평군']
a_a005141,2,여,30,3,1,4,4,5,3,3,6,3,3.0,3,2,['경기도+용인시']
a_a005247,2,남,40,4,2,2,3,4,4,4,6,3,3.0,4,2,['경기도+포천시']
a_a002053,21,여,30,4,6,5,6,6,3,6,3,4,1.0,1,0,['경기도+남양주시']
a_a001983,3,여,40,1,2,4,2,5,5,4,3,7,1.0,2,0,['서울특별시+종로구']
a_a005370,9,남,40,12,2,3,4,2,3,6,3,5,2.0,1,3,['경기도+가평군']
a_a003114,2,여,20,3,7,2,2,1,4,5,3,5,3.0,1,1,['경기도+용인시']
a_a005156,2,여,30,5,5,1,1,1,5,4,4,7,3.0,1,1,['경기도+광주시']
a_a007965,22,여,20,3,3,1,2,2,4,3,3,7,5.0,1,1,['경기도+안성시']
a_a002785,1,남,20,2,6,1,4,2,2,4,7,7,4.0,1,0,"['서울특별시+서초구', '서울특별시+종로구']"
a_a001945,1,여,30,1,5,3,5,2,3,5,2,6,3.0,2,1,['경기도+파주시']
a_a001353,3,남,30,5,2,2,1,3,2,1,3,4,3.0,2,1,['서울특별시+종로구']
a_a014308,3,남,40,8,4,7,1,1,1,1,1,7,2.0,1,3,['경기도+고양시']
a_a010159,2,남,20,2,2,3,2,6,3,3,5,6,1.0,1,1,['서울특별시+송파구']
a_a003289,2,남,30,10,1,1,1,1,6,7,2,7,9.0,2,3,['강원도+춘천시']
a_a008556,2,남,40,2,7,4,5,6,4,5,7,3,3.0,1,1,['경기도+용인시']
a_a007358,6,여,30,3,2,2,2,4,6,2,3,6,1.0,2,0,['서울특별시+종로구']
a_a001515,1,여,30,6,2,3,1,2,6,6,5,6,3.0,1,1,['경기도+고양시']
b_b007694,11,여,40,1,3,4,3,4,6,5,5,7,7.0,3,2,['경기도+연천군']
a_a005173,6,남,30,4,2,4,6,3,2,2,6,6,1.0,4,1,['경기도+가평군']
a_a013587,2,남,40,1,1,4,4,4,4,4,4,4,1.0,2,0,['경기도+가평군']
a_a002275,2,남,30,5,5,2,2,2,6,4,2,5,3.0,3,1,['경기도+용인시']
c_c006112,2,남,30,4,6,3,1,5,5,6,2,7,3.0,1,1,['경기도+용인시']
a_a006287,3,남,40,10,2,2,3,5,6,6,6,6,8.0,2,3,['경기도+수원시']
a_a004316,2,남,30,5,5,3,4,2,4,4,3,6,3.0,1,4,['경기도+용인시']
a_a011120,5,남,20,2,2,1,1,6,7,4,5,5,7.0,20,3,['경기도+수원시']
b_b002868,22,여,30,5,3,3,3,5,5,3,5,4,2.0,1,0,['경기도+남양주시']
a_a007612,6,남,40,10,6,2,4,6,2,4,7,5,3.0,1,3,['서울특별시+종로구']
a_a004382,4,남,20,3,6,2,2,6,3,3,5,4,1.0,2,1,['서울특별시+성동구']
a_a009706,3,여,20,4,5,2,6,7,6,6,5,1,2.0,6,0,['경기도+수원시']
a_a002993,1,여,20,4,5,6,1,1,1,5,1,1,6.0,2,1,['서울특별시+종로구']
a_a002445,6,여,20,1,3,3,2,3,6,3,6,6,3.0,1,1,['인천광역시+남동구']
a_a002166,1,남,30,4,2,1,2,1,5,5,6,6,3.0,1,1,['서울특별시+종로구']
a_a006582,2,여,20,4,2,3,3,3,3,4,2,5,1.0,5,1,['경기도+광주시']
a_a005726,21,여,30,4,2,2,1,6,7,6,2,7,3.0,2,3,['경기도+안양시']
a_a015313,22,여,20,4,6,2,1,2,3,2,7,5,3.0,1,1,['서울특별시+성동구']
a_a003450,6,여,20,6,2,1,4,4,4,4,5,5,3.0,3,1,['경기도+수원시']
a_a006080,6,남,20,4,4,1,1,2,1,1,7,4,1.0,1,1,['인천광역시+중구']
a_a004454,2,남,30,4,3,2,2,3,3,5,5,3,3.0,1,1,['경기도+용인시']
a_a007253,3,여,30,4,1,1,1,2,3,2,6,6,7.0,4,0,['경기도+수원시']
a_a002042,4,여,20,2,4,5,4,4,5,4,4,3,1.0,3,1,['서울특별시+용산구']
a_a002566,7,여,30,4,4,2,5,5,3,5,2,3,2.0,4,0,['경기도+시흥시']
a_a003003,1,여,30,3,4,3,2,3,4,3,2,6,3.0,1,1,"['서울특별시+영등포구', '서울특별시+종로구']"
a_a005297,11,여,30,6,2,4,1,3,2,2,1,6,7.0,3,2,['서울특별시+종로구']
b_b005996,24,남,40,5,4,3,3,3,3,4,5,4,3.0,1,4,['경기도+포천시']
a_a004269,2,남,50,12,6,6,6,2,2,6,6,6,1.0,1,2,['경기도+파주시']
a_a007950,4,여,40,5,2,6,1,5,6,6,2,1,1.0,2,3,['경기도+의왕시']
a_a014783,2,여,20,4,5,2,1,5,6,4,2,6,1.0,1,0,['경기도+용인시']
a_a003794,4,여,30,4,5,5,6,5,6,5,6,3,7.0,6,0,['서울특별시+종로구']
a_a008359,4,남,40,5,2,1,2,6,1,7,7,5,1.0,5,1,"['서울특별시+송파구', '서울특별시+종로구']"
a_a006914,2,남,30,5,1,1,4,3,4,3,4,4,1.0,1,1,['경기도+용인시']
a_a007966,3,남,30,5,4,2,2,4,4,6,1,6,2.0,3,1,"['서울특별시+용산구', '서울특별시+종로구']"
a_a002456,22,여,30,5,4,2,2,3,4,4,5,5,1.0,5,1,"['서울특별시+용산구', '서울특별시+영등포구', '인천광역시+중구', '서울특별시+종로구']"
a_a010296,2,남,20,4,5,2,5,2,2,3,1,5,2.0,5,1,['경기도+광주시']
a_a003447,3,여,20,1,5,2,5,3,3,6,6,2,1.0,2,0,['경기도+수원시']
a_a005191,1,여,20,5,4,1,4,5,6,2,1,7,9.0,4,1,"['서울특별시+영등포구', '서울특별시+종로구']"
a_a018015,6,여,40,1,2,1,1,6,6,1,6,7,1.0,1,0,['서울특별시+성동구']
a_a007784,9,여,50,4,1,1,2,2,1,4,1,6,4.0,4,0,['경기도+이천시']
a_a001026,6,여,30,4,4,1,3,1,5,6,4,7,1.0,3,2,['경기도+가평군']
b_b006189,2,여,40,3,7,7,1,6,1,1,5,7,2.0,4,3,['경기도+포천시']
a_a018143,1,여,30,2,1,6,3,2,6,5,6,3,10.0,3,0,['서울특별시+송파구']
a_a015211,2,여,20,5,2,1,1,3,3,5,5,5,1.0,4,2,['경기도+파주시']
a_a001964,26,여,20,2,2,2,1,4,4,2,3,3,1.0,4,0,"['서울특별시+강남구', '서울특별시+종로구', '서울특별시+영등포구']"
a_a002345,8,여,30,5,1,1,4,1,4,4,4,3,9.0,1,4,['경기도+가평군']
a_a006390,6,여,20,4,3,1,4,3,7,4,1,6,1.0,1,0,['서울특별시+영등포구']
a_a002471,3,여,40,4,6,2,4,1,7,7,7,2,8.0,1,0,"['서울특별시+송파구', '서울특별시+종로구']"
a_a003288,2,남,20,3,6,6,6,6,2,2,6,3,2.0,3,0,['경기도+용인시']
a_a009402,4,여,20,3,5,1,2,3,4,5,6,7,1.0,5,1,"['서울특별시+성동구', '서울특별시+광진구', '서울특별시+종로구']"
a_a002881,21,여,40,3,3,2,2,4,3,4,3,6,3.0,1,3,"['경기도+파주시', '경기도+포천시']"
a_a009689,2,여,20,4,2,2,1,3,5,2,2,6,6.0,5,1,['경기도+용인시']
a_a002832,1,남,50,5,1,4,4,1,6,2,1,7,3.0,5,1,['경기도+안성시']
a_a018110,3,여,20,3,2,1,2,4,6,4,7,6,7.0,1,1,['경기도+수원시']
a_a000163,2,남,20,1,5,3,3,5,2,3,5,5,3.0,2,3,['경기도+용인시']
a_a008086,8,남,30,7,2,2,6,2,2,6,2,4,3.0,2,2,['경기도+연천군']
a_a009447,5,여,60,4,2,2,6,1,4,1,2,6,6.0,1,0,['경기도+양평군']
a_a008261,3,여,30,4,2,4,2,2,3,3,2,6,8.0,3,0,['서울특별시+종로구']
a_a003704,3,여,50,1,2,2,5,3,5,6,2,6,3.0,8,3,['서울특별시+종로구']
a_a005524,1,남,30,5,2,2,2,3,5,4,6,5,3.0,1,2,['서울특별시+강서구']
a_a002568,2,남,30,6,5,2,2,3,3,5,2,5,1.0,6,0,['경기도+안성시']
a_a005154,3,여,30,1,2,1,1,1,1,2,1,6,7.0,10,0,['경기도+광주시']
a_a008110,2,여,30,1,3,1,4,1,5,5,6,6,3.0,2,3,['경기도+용인시']
a_a007596,2,남,20,4,3,2,2,3,6,4,7,7,2.0,2,1,['경기도+파주시']
d_d000936,3,여,30,4,1,1,1,2,7,1,2,7,3.0,1,2,['경기도+포천시']
a_a001676,21,남,20,2,4,3,3,4,5,5,5,2,4.0,5,0,['서울특별시+용산구']
a_a004205,2,여,20,4,2,3,2,2,6,4,5,5,3.0,6,1,['경기도+용인시']
a_a000817,3,남,20,3,3,1,2,1,3,4,3,6,1.0,3,0,['서울특별시+종로구']
a_a009770,1,남,50,5,2,3,6,3,2,4,2,6,1.0,2,0,['인천광역시+연수구']
a_a008194,2,남,20,4,2,2,2,2,3,5,6,7,5.0,2,1,['경기도+용인시']
a_a007639,3,여,40,5,4,2,3,4,2,1,2,1,8.0,1,1,['경기도+수원시']
a_a011203,4,여,20,4,3,2,1,3,6,2,1,7,1.0,2,1,['경기도+파주시']
a_a000828,23,여,20,5,3,1,1,4,5,2,2,6,5.0,2,1,['경기도+부천시']
a_a007428,2,여,30,3,4,1,3,3,5,3,5,6,3.0,1,1,['경기도+용인시']
a_a004838,2,남,40,9,2,2,3,2,3,6,3,6,3.0,1,3,['경기도+용인시']
a_a015694,3,남,40,7,2,1,4,4,4,3,2,2,8.0,2,3,"['서울특별시+용산구', '서울특별시+종로구', '서울특별시+서대문구']"
a_a015776,3,남,20,1,6,2,3,5,6,6,2,5,3.0,5,1,"['서울특별시+송파구', '서울특별시+영등포구', '서울특별시+중구', '서울특별시+종로구']"
a_a000187,3,여,30,2,5,5,3,3,2,5,6,6,1.0,2,0,"['서울특별시+용산구', '서울특별시+종로구']"
a_a008138,3,남,50,4,2,4,2,4,6,4,2,6,3.0,5,1,['경기도+수원시']
a_a006800,2,여,40,2,6,2,2,3,4,3,2,5,2.0,1,2,['경기도+시흥시']
a_a002293,23,남,40,5,6,2,4,2,2,4,5,4,2.0,1,1,['경기도+부천시']
a_a002316,6,남,30,3,1,1,7,1,4,7,4,7,1.0,2,0,"['서울특별시+동작구', '서울특별시+중구', '서울특별시+종로구']"
a_a005188,3,여,40,3,1,1,1,1,1,1,1,4,7.0,2,0,['서울특별시+강남구']
a_a004421,3,여,40,4,4,7,2,2,2,2,5,2,8.0,3,1,['경기도+수원시']
c_c004652,2,여,30,1,4,5,5,3,4,5,2,6,1.0,4,3,['경기도+용인시']
a_a005400,22,남,20,1,2,1,1,2,3,2,2,4,1.0,1,0,['경기도+하남시']
a_a001525,1,여,20,2,4,1,1,5,5,6,7,6,3.0,3,1,"['서울특별시+서초구', '서울특별시+종로구']"
a_a002618,27,여,30,1,1,1,1,2,1,4,2,6,3.0,3,2,['경기도+양평군']
b_b004527,9,여,20,4,4,2,2,6,6,5,2,6,7.0,3,3,['경기도+가평군']
a_a002198,2,여,30,4,4,4,4,3,1,2,4,6,2.0,1,1,['경기도+가평군']
a_a005738,9,남,30,5,4,3,1,2,4,6,2,5,2.0,3,1,"['서울특별시+송파구', '서울특별시+영등포구']"
a_a001910,2,여,20,4,3,6,5,3,6,4,5,3,2.0,2,1,['인천광역시+중구']
a_a001258,1,남,30,5,2,1,2,6,2,3,2,6,3.0,1,3,['서울특별시+송파구']
a_a002335,2,여,30,5,1,1,3,4,4,3,3,2,3.0,1,2,['경기도+부천시']
a_a000223,1,여,20,4,2,1,1,4,5,1,2,4,1.0,3,1,['경기도+여주시']
a_a006796,3,여,20,4,4,4,2,3,5,5,5,6,2.0,5,1,['서울특별시+종로구']
a_a009433,2,여,20,4,2,1,2,4,4,3,3,5,3.0,7,4,['강원도+춘천시']
a_a017937,1,여,30,4,2,2,2,4,2,2,2,5,1.0,2,2,['경기도+수원시']
a_a008474,2,남,30,2,2,1,2,3,2,7,3,3,2.0,2,0,['경기도+용인시']
a_a006364,2,남,20,4,5,3,3,5,5,3,3,5,3.0,1,1,['경기도+용인시']
a_a005421,26,남,20,1,5,4,4,4,6,4,5,5,1.0,3,0,['서울특별시+종로구']
a_a008006,21,여,20,2,4,3,3,3,2,5,7,5,3.0,4,2,['경기도+파주시']
a_a010181,6,남,20,2,6,2,6,4,6,6,6,6,3.0,1,1,"['서울특별시+용산구', '서울특별시+마포구', '서울특별시+종로구']"
a_a011090,10,여,60,7,1,7,1,4,4,7,7,6,2.0,1,2,['경기도+이천시']
a_a015688,5,남,30,6,4,4,2,4,6,5,6,6,1.0,6,0,['경기도+파주시']
a_a000483,6,여,30,3,4,5,2,3,4,3,6,3,1.0,6,1,['서울특별시+서초구']
a_a003227,2,남,20,3,3,2,2,6,2,3,5,6,3.0,7,1,['경기도+용인시']
a_a018056,3,여,20,3,2,3,5,2,4,6,6,6,1.0,2,0,['경기도+광주시']
a_a004797,3,남,30,7,4,3,5,1,1,7,4,1,1.0,2,0,"['서울특별시+송파구', '서울특별시+강남구', '서울특별시+종로구']"
a_a011721,4,여,20,1,7,6,6,3,1,4,6,4,7.0,3,2,"['서울특별시+종로구', '경기도+고양시', '서울특별시+영등포구']"
a_a017703,3,남,20,1,6,6,3,4,6,3,6,3,5.0,3,0,['서울특별시+종로구']
a_a004472,12,남,30,9,1,1,1,1,3,5,5,2,6.0,3,0,"['서울특별시+용산구', '서울특별시+종로구']"
a_a006321,1,남,30,6,3,2,4,3,5,2,5,5,6.0,1,1,['경기도+수원시']
a_a014786,9,여,30,3,2,2,2,2,5,4,3,6,3.0,2,1,['경기도+파주시']
a_a014996,1,여,20,1,3,2,3,5,2,6,2,6,2.0,3,1,['서울특별시+중구']
c_c011520,22,여,50,5,1,7,1,1,1,4,1,7,1.0,3,0,['경기도+동두천시']
a_a012289,21,남,20,1,2,2,3,3,3,6,2,6,1.0,1,1,['경기도+수원시']
a_a002277,2,남,20,4,4,2,2,6,4,4,5,4,8.0,2,1,['경기도+광주시']
a_a002944,3,여,30,4,2,6,2,2,6,3,6,3,3.0,4,1,['경기도+수원시']
a_a004542,1,남,30,4,2,2,1,5,4,4,6,7,1.0,5,1,['인천광역시+중구']
a_a000766,22,남,30,6,2,2,2,3,3,5,1,5,3.0,3,1,['경기도+파주시']
a_a002541,21,여,30,5,2,1,2,1,2,2,1,7,2.0,1,1,['경기도+포천시']
a_a005364,22,남,20,5,2,2,3,6,4,4,3,6,1.0,2,0,"['서울특별시+서초구', '서울특별시+영등포구']"
a_a007310,8,여,20,4,1,1,1,3,6,2,2,7,3.0,1,1,['경기도+과천시']
a_a009680,1,남,40,5,2,2,1,3,6,6,3,6,3.0,2,2,['경기도+남양주시']
a_a008553,6,여,20,4,4,3,4,3,1,3,6,3,2.0,4,0,['경기도+부천시']
a_a001932,3,여,60,4,1,1,7,5,5,6,7,4,3.0,1,1,['경기도+수원시']
a_a012275,1,여,20,3,3,6,4,5,2,3,7,2,1.0,3,1,['인천광역시+남동구']
a_a003371,2,여,20,5,3,3,4,2,3,6,3,6,3.0,2,3,['경기도+광주시']
a_a013750,2,남,30,4,1,4,2,6,5,5,5,3,9.0,1,2,['경기도+용인시']
c_c002139,6,여,30,4,7,2,1,2,6,6,3,6,1.0,3,0,"['서울특별시+용산구', '서울특별시+중구']"
a_a002077,3,여,20,2,4,4,4,4,4,4,4,4,6.0,2,1,"['서울특별시+서초구', '서울특별시+종로구']"
a_a001206,6,남,30,5,1,2,2,2,1,2,6,6,1.0,1,1,['경기도+가평군']
a_a008638,2,여,40,3,2,3,5,3,2,2,1,2,3.0,10,2,['경기도+가평군']
a_a006178,2,남,40,8,4,7,4,4,6,4,4,6,5.0,2,2,['경기도+용인시']
a_a005594,11,남,30,7,2,7,2,6,6,6,6,2,3.0,2,3,['경기도+과천시']
a_a017928,4,남,40,5,3,5,5,4,2,5,4,4,1.0,2,0,['서울특별시+종로구']
a_a002043,25,여,40,2,1,4,3,4,3,3,4,4,3.0,1,3,['강원도+춘천시']
a_a002817,2,여,50,3,2,2,1,4,2,5,2,7,2.0,4,2,['경기도+포천시']
a_a009626,22,여,20,2,5,5,2,6,4,5,6,3,1.0,5,0,['경기도+동두천시']
a_a002613,22,여,30,5,4,3,1,3,4,4,1,7,1.0,2,1,['서울특별시+성동구']
a_a002940,2,여,20,4,3,7,1,6,1,4,7,5,8.0,1,0,"['서울특별시+송파구', '경기도+과천시', '서울특별시+영등포구']"
a_a007600,23,여,50,3,3,4,3,2,1,4,2,6,2.0,4,1,['경기도+오산시']
a_a000667,21,남,20,1,4,2,2,1,2,1,6,3,2.0,6,1,['경기도+안산시']
a_a001406,23,여,40,4,1,1,4,1,4,4,7,1,3.0,2,3,"['서울특별시+용산구', '서울특별시+중구', '서울특별시+종로구']"
a_a005118,1,여,20,5,6,4,5,4,6,7,1,5,4.0,3,0,['서울특별시+종로구']
a_a012171,2,여,20,3,4,1,1,1,7,7,1,7,3.0,5,1,['경기도+안산시']
a_a007007,2,여,20,1,2,1,1,1,1,1,3,6,1.0,1,1,['경기도+광주시']
a_a005766,2,여,30,4,3,1,1,2,4,3,3,4,1.0,10,3,['경기도+가평군']
a_a010254,22,남,30,6,4,2,2,4,2,6,2,6,5.0,2,2,['경기도+시흥시']
a_a004528,4,여,50,1,4,4,2,2,4,4,2,4,7.0,1,3,"['인천광역시+연수구', '인천광역시+중구']"
a_a004168,3,남,30,4,5,5,6,4,5,5,5,2,3.0,8,1,"['서울특별시+용산구', '서울특별시+중구', '서울특별시+종로구']"
a_a002273,6,남,30,6,2,2,3,1,3,6,6,2,5.0,2,0,['경기도+양평군']
a_a005651,22,여,30,7,2,2,2,2,6,5,2,6,3.0,1,2,['경기도+양주시']
a_a005390,2,여,30,4,1,1,1,6,5,3,2,6,4.0,3,0,['경기도+가평군']
a_a005714,26,여,20,5,4,5,4,4,4,4,7,4,4.0,2,1,['경기도+수원시']
a_a005322,3,여,20,4,3,1,4,2,3,2,7,7,1.0,3,1,['서울특별시+중구']
a_a008460,6,여,30,4,3,5,2,4,5,6,4,3,1.0,3,0,['서울특별시+송파구']
a_a005354,3,여,50,6,3,6,3,6,2,5,1,1,1.0,1,0,"['서울특별시+중구', '서울특별시+종로구']"
a_a015091,2,여,20,4,3,3,2,4,3,3,4,5,3.0,6,1,['강원도+춘천시']
a_a002942,5,여,30,4,6,2,5,2,2,5,1,5,7.0,1,1,['서울특별시+마포구']
a_a003189,2,남,50,6,2,4,2,3,2,3,3,5,1.0,4,1,['경기도+포천시']
a_a018083,6,여,30,4,5,5,3,3,5,5,5,6,2.0,5,1,['경기도+부천시']
a_a006264,9,여,40,4,2,6,2,5,2,6,6,6,3.0,4,2,['경기도+양주시']
a_a005676,7,남,40,4,1,1,2,2,6,3,5,6,3.0,3,5,['경기도+시흥시']
a_a005537,1,남,30,4,6,2,2,2,4,4,6,2,3.0,2,3,['경기도+고양시']
a_a005084,26,여,30,4,2,4,1,6,5,6,2,6,3.0,4,1,['경기도+수원시']
a_a018055,6,남,40,5,2,4,2,6,6,5,2,3,3.0,2,2,['경기도+고양시']
a_a014876,1,여,20,1,5,2,3,3,4,4,3,7,4.0,4,0,['서울특별시+중구']
a_a004779,1,남,40,6,1,1,4,2,2,4,4,6,3.0,1,1,['경기도+용인시']
a_a007920,2,여,40,2,2,4,1,1,1,1,6,6,3.0,2,2,['서울특별시+송파구']
a_a003204,2,여,20,3,3,1,2,4,4,4,4,3,3.0,2,1,['인천광역시+중구']
a_a002379,2,남,40,7,6,2,1,4,7,6,1,6,9.0,2,2,['경기도+고양시']
a_a003938,22,여,20,2,3,2,3,6,3,6,6,7,1.0,2,1,['서울특별시+용산구']
a_a017817,6,남,20,6,6,2,2,2,6,3,2,6,3.0,1,1,['서울특별시+용산구']
a_a004319,1,여,60,3,3,3,6,6,2,4,6,2,2.0,3,1,['경기도+구리시']
a_a008320,8,여,40,3,4,1,1,4,1,1,7,1,3.0,3,3,['경기도+연천군']
a_a009555,3,남,30,5,2,1,2,2,1,1,2,4,2.0,2,0,['경기도+파주시']
a_a000302,5,남,40,5,4,4,4,4,4,4,4,4,3.0,2,3,['경기도+가평군']
a_a009870,25,남,30,4,3,3,2,2,1,3,3,2,2.0,1,2,['경기도+고양시']
a_a000468,4,남,30,4,2,2,6,1,1,4,2,3,3.0,3,2,['인천광역시+연수구']
a_a001034,9,여,20,4,4,3,2,2,4,3,3,5,1.0,4,1,['경기도+가평군']
a_a005781,6,여,20,3,3,2,3,2,2,6,6,6,2.0,2,0,"['서울특별시+송파구', '서울특별시+성동구']"
a_a003853,3,여,20,3,4,3,3,3,4,3,5,4,8.0,4,0,"['서울특별시+강남구', '서울특별시+종로구']"
c_c006042,3,여,50,4,4,1,3,2,4,4,5,6,2.0,5,0,['경기도+포천시']
a_a001940,3,여,20,4,2,1,1,1,1,2,4,7,2.0,2,3,['경기도+파주시']
a_a003098,2,여,30,7,6,3,4,1,2,5,3,6,3.0,1,2,['경기도+용인시']
a_a006620,21,여,40,5,4,4,3,5,5,3,5,3,2.0,1,2,['경기도+남양주시']
a_a007624,9,남,40,2,4,4,4,6,4,4,3,4,2.0,4,0,['경기도+수원시']
a_a005130,3,남,50,12,4,2,2,4,4,3,4,2,2.0,4,1,['강원도+철원군']
a_a006522,22,여,30,4,4,4,1,5,7,5,1,6,5.0,1,1,['경기도+오산시']
c_c005714,5,남,30,5,2,1,3,2,3,5,5,6,3.0,1,4,['경기도+광명시']
a_a000461,3,여,30,4,2,1,3,2,2,2,6,6,1.0,8,1,['경상북도+경주시']
a_a010028,11,남,40,5,6,2,2,4,6,6,2,2,8.0,2,2,['경기도+연천군']
a_a018021,1,남,30,1,2,2,2,4,5,2,4,4,1.0,2,1,['서울특별시+용산구']
a_a007033,22,남,20,2,7,7,1,1,3,1,7,7,1.0,1,0,['경기도+하남시']
a_a007654,2,여,20,7,7,1,1,1,1,1,1,7,3.0,2,1,['경기도+안성시']
a_a007568,25,여,30,4,6,6,2,7,7,7,1,3,8.0,1,1,"['서울특별시+중구', '서울특별시+종로구']"
a_a012515,2,남,30,3,3,3,4,5,3,3,3,3,3.0,5,1,['경기도+포천시']
